CODE_BARRES;NOM;MARQUE;CATEGORIE;ENERGIE_100G;MAT_GRASSES;GRAISSES_SATUREES;GLUCIDES;SUCRES;FIBRES;PROTEINES;SEL;SODIUM;CALCIUM
3088542506508;Sirop d'agave;Sunny bio;Boissons, Édulcorants, Sirops, Sirops simples, Sirops aromatisés, Sirops d'agave;310.0;0.5;0.0;76.0;73.0;0.0;0.0;0.0725;0.029;
8712566432127;Bouillon Légumes;Knorr;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Produits déshydratés, Aliments à base de plantes séchées, Produits lyophilisés à reconstituer, Bouillons, Mélanges de légumes, Bouillons déshydratés, Bouillons de légumes, Bouillons cubes, Bouillons de légumes déshydratés, Mélanges de légumes pour bouillon, en:groceries;336.0;17.0;12.0;40.0;15.0;0.5;4.6;31.0;12.4;
3250390005902;Maïs doux tendre;Saint eloi;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Céréales et pommes de terre, Aliments à base de fruits et de légumes, Aliments à base de plantes en conserve, Céréales et dérivés, Légumes et dérivés, Légumes en conserve, Céréales en conserve, Maïs en conserve, Maïs doux en conserve;78.0;1.6;0.3;12.0;6.5;2.6;2.4;0.43;0.172;
3250391505388;Crousti'miel;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Grains soufflées, Céréales soufflées, Céréales au miel;383.0;1.5;0.3;80.0;32.3;5.9;9.7;0.05;0.02;203.0
3250392383893;Céréales cricachoc chocolat au lait;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Céréales extrudées, Céréales fourrées;434.0;14.2;3.2;64.0;26.7;5.6;9.7;0.52;0.208;
3250390000389;Coquillettes;Fiorini,Sélection des Mousquetaires,Les Mousquetaires;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes alimentaires de céréales, Pâtes sèches, Pâtes de blé dur, Coquillettes, Coquillettes de blé dur;355.0;1.9;0.3;70.0;4.5;0.0;13.0;0.02;0.008;
3168930010265;Cruesli Mélange De Noix;Quaker;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Aliments à base de fruits et de légumes, Céréales et dérivés, Fruits et produits dérivés, Céréales pour petit-déjeuner, Mueslis, Céréales aux fruits à coques, Pépites de céréales croustillantes, Pépites de céréales aux fruits à coques;462.0;19.0;2.0;57.0;12.0;10.0;8.5;0.0;0.0;
3760176400246;Yaourts Mangue passion pitaya;Ker Ronan;Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Yaourts, Yaourts aux fruits, Yaourts brassés, Yaourts sucrés, Yaourts au lait de vache, Yaourts brassés aux fruits, Yaourts aux fruits avec morceaux, Yaourts à la mangue, Yaourts mixés, Yaourts entiers, Yaourts multifruits;103.0;3.0;1.9;14.8;14.5;;4.1;0.1;0.04;
3250391243341;Margarine omega 3;Bouton d'or,Sélection Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Frais;486.0;54.0;13.0;0.5;0.5;0.5;0.5;0.5;0.2;
3760091727732;Beurre bio cacahuètes;Ethiquable;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Produits à tartiner, Fruits à coques et dérivés, Pâtes à tartiner végétales, Purées d'oléagineux, Beurres de légumineuses, Beurres de fruits à coques, Beurres de cacahuètes;622.0;50.0;6.8;13.0;5.8;8.3;26.0;0.03;0.012;
7613035937420;Knacki Végétale;Herta;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Alternatives à la viande, Substituts de viande, Saucisses végétariennes;264.0;20.0;1.4;4.0;2.2;2.1;16.0;1.3;0.52;
3423182114001;Cidre bio;Thomas Le Prince;Boissons, Boissons alcoolisées, Cidres;30.2;0.0;0.0;2.75;2.75;0.5;0.0;0.0;0.0;
3073781180848;Boursin ail et fines herbes;Boursin, Boursin atartiner/core cheese;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Produits à tartiner, Fromages, Produits à tartiner salés, Fromages à tartiner;396.0;39.0;26.0;3.0;2.5;;8.5;1.23;0.492;
3038359000782;Sauce tomate cuisinée oignons & ail;Panzani;Condiments, Sauces, Sauces pour pâtes, Sauces tomate, Sauces tomate aux oignons, en:Groceries;160.0;9.0;0.7;16.0;10.0;1.7;2.9;1.9;0.76;
7613035898646;Chocolat Noir Corsé;Nestlé Dessert,Nestlé,Tablettes;Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs;555.0;37.4;22.4;40.7;34.6;10.6;8.4;0.02;0.008;
3011360020017;Knorr Soupe Déshydratée Poule aux Vermicelles 63g;Knorr®,Unilever®;Plats préparés, Produits déshydratés, Produits lyophilisés à reconstituer, Soupes, Plats préparés déshydratés, Soupes déshydratées;338.0;2.7;0.6;66.0;5.5;2.1;9.9;10.4;4.16;
3273220085196;Dessert café 4 pots de 100 g;sojasun;Plant-based foods and beverages, Dairy substitutes, Desserts, Non-dairy desserts, Soy desserts, Coffee desserts;84.0;1.7;0.3;13.8;10.5;;3.3;0.18;0.072;120.0
3250392425685;Soupe de poissons recette bretonne;Capitaine cook;Plats préparés, Soupes, Soupes à réchauffer, Soupes de poissons;47.0;1.5;0.3;3.3;0.0;0.0;5.0;0.86;0.344;
3103220006658;Mao Croqui;Haribo;Snacks, Snacks sucrés, Confiseries, Bonbons;408.0;5.1;2.5;90.0;70.0;0.0;0.7;0.05;0.02;
3250391560103;Jambon découenné dégraissé - mon gourmand;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, en:Specific products, Jambons, en:Products for specific diets, Jambons blancs, Produits à teneur réduite en sel, Charcuteries à teneur réduite en sel, Jambons blancs à teneur réduite en sel;118.0;2.7;1.0;0.5;0.5;0.5;23.0;1.4;0.56;
3168930006152;Bénénuts Twinuts saveur bacon grillé;BENENUTS,Twinuts;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Snacks, Légumineuses, Snacks salés, Amuse-gueules, Fruits à coques et dérivés, Fruits à coques, Biscuits apéritifs, Cacahuètes, Fruits à coque salés, Cacahuètes salées, Cacahuètes enrobées;543.0;34.0;5.0;43.0;6.0;3.0;14.0;2.1;0.84;
3021210014004;Le pâté de porc Hénaff;Hénaff;Conserves, Viandes et dérivés, Produits à tartiner, Surgelés, Viandes, Charcuteries, Produits à tartiner salés, Porc et dérivés, Charcuteries diverses, Pâté, Porc, Pâtés de porc;257.0;21.0;8.2;0.5;0.5;;17.0;1.6;0.64;
3033491139444;Activia Nature;Danone,Activia;Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés nature, Yaourts au Bifidus, Yaourts au bifidus nature;61.0;3.2;2.2;4.6;4.6;0.0;3.5;0.12;0.048;122.0
5038862162500;100% oranges sans pulpe;innocent;Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus d'orange, Jus de fruits frais, Jus de fruits pur jus, Jus d'orange frais, Jus d'orange pur jus;35.0;0.5;0.1;7.8;7.8;0.7;0.7;0.01;0.004;
8886303210238;Lait de coco;Kara;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Crèmes végétales, Crèmes végétales pour cuisiner, Laits et crèmes de coco;182.0;18.0;17.0;2.9;2.2;0.5;2.0;0.025;0.01;
3410280065526;Double concentré de tomates;Top Budget;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Tomates et dérivés, Double concentré de tomate, Concentrés de tomates;84.0;0.5;0.1;14.0;14.0;3.1;4.6;1.1;0.44;
3284230006408;Brioche tranchée Bio;La Boulangère;Snacks, Petit-déjeuners, Snacks sucrés, Viennoiseries, Brioches, Brioches pur beurre, Brioches tranchées;349.0;10.0;1.0;55.0;13.0;2.2;8.7;0.9;0.36;
3011360005564;Knorr Court-Bouillon Fines Herbes 9 Cubes 107g;Knorr, Unilever;Produits déshydratés, Aides culinaires, Produits lyophilisés à reconstituer, Bouillons, Bouillons déshydratés, Bouillons cubes, en:groceries;292.0;23.0;16.0;6.9;3.0;2.7;7.3;47.6;19.04;
5010029220773;Céréales;Weetabix®™;Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Wholegrain cereal;362.0;2.0;0.6;69.0;4.2;10.0;12.0;0.28;0.112;
3274080005003;Eau de source;Cristaline;Boissons, Eaux, Eaux de sources;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.5;21.0;68.0
3250392007225;Haricots verts précuits vapeur;Saint Eloi;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Aliments à base de fruits et de légumes, Légumineuses, Surgelés, Légumes et dérivés, Aliments à base de plantes surgelés, Légumineuses surgelées, Légumes surgelés, Haricots verts, Haricots verts surgelés;35.0;0.35;0.05;4.1;1.4;3.9;2.0;0.0;0.0;
8001060027374;Fusilli Bio, 500g;Saclà;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes alimentaires de céréales, Pâtes sèches, Pâtes de blé dur;354.0;2.0;0.4;70.0;3.0;;12.0;0.01;0.004;
3175681272927;Gerblé - Organic Muesli Fig Apricot Spelt Cookie, 132g (4.7oz);Gerblé Bio;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits;452.0;17.0;1.7;63.0;16.0;8.2;7.6;0.35;0.14;
3033710082919;Fond de volaille;Maggi,Nestlé;Condiments, Produits déshydratés, Aides culinaires, Produits lyophilisés à reconstituer, Sauces, Bouillons, Bouillons déshydratés, Sauces déshydratées, Bouillons de volaille, en:groceries;317.0;1.8;0.6;62.0;21.0;1.7;13.0;17.1;6.84;
3256224621638;Steak Haché 12%;U;Viandes et dérivés, Viande de bœuf et dérivés, Viandes, Bœuf, Steaks de viande, Steaks de bœuf, Steaks hachés, Steaks de bœuf hachés;171.0;10.0;4.2;0.2;0.0;;20.0;0.0;0.0;
3250391737659;Préparation pour aligot des monts d'auvergne;Intermarché,Itinéraire des Saveurs,Itineraire de nos regions;Plats préparés, Produits déshydratés, Produits lyophilisés à reconstituer, Aligots;476.0;23.8;16.8;36.1;1.5;4.5;27.1;2.9;1.16;
3017760719490;Biscottes goût brioché - Les gourmands Pelletier;LU;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Biscottes, Biscottes Pelletier;443.0;13.0;9.0;67.0;12.0;3.0;12.0;1.0;0.4;
3280249800600;Skyr nature au lait de brebis;Le Petit Basque;Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Skyrs;77.0;2.5;2.0;4.5;3.0;;9.2;0.14;0.056;0.000307
3021210013007;Le pâté de porc Hénaff;Hénaff;Conserves, Viandes et dérivés, Produits à tartiner, Viandes, Charcuteries, Produits à tartiner salés, Porc et dérivés, Charcuteries diverses, Pâté, Porc, Pâtés de porc;257.0;21.0;8.2;0.5;0.5;0.0;17.0;1.6;0.64;
3017760544795;La Paille d'or Fraises / Fraises des bois;LU, Mondelez;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Gaufrettes, Gaufrettes fourrées, Gaufrettes fourrées aux fruits, Biscuits à la fraise;366.0;1.1;0.2;84.0;53.0;1.8;4.0;0.2;0.08;
30000117;Le Pâté Hénaff;Hénaff;Canned foods, Meats and their products, Spreads, Meats, Prepared meats, Salted spreads, Pork and its products, fr:Charcuteries diverses, Pâté, Pork, Pork Pâtés;257.0;21.0;8.2;0.5;0.5;;17.0;1.6;0.64;
3021210012000;Le pâté de porc Hénaff;Hénaff;Conserves, Viandes et dérivés, Produits à tartiner, Viandes, Charcuteries, Produits à tartiner salés, Porc et dérivés, Charcuteries diverses, Pâté, Porc, Pâtés de porc;257.0;21.0;8.2;0.5;0.5;0.0;17.0;1.6;0.64;
3250393395772;Liégeois chocolat au lait de coco;Pâturages végétal;Aliments et boissons à base de végétaux, Produits laitiers, Substituts de produits laitiers, Desserts, Desserts végétaliens, Desserts lactés, Desserts au chocolat, Liégeois, Dessert végétal;136.0;7.0;5.7;17.0;12.0;0.9;0.9;0.11;0.044;
3412290071801;Paysan Breton - Le Fromage Fouetté Madame Loïk - Ail et fines herbes de nos régions françaises;Paysan Breton, Le Fromage Fouetté Madame Loïk;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Produits à tartiner, Fromages, Produits à tartiner salés, Fromages de vache, Frais, Fromages de France, Fromages pasteurisés, Fromages à tartiner, Fromages à la crème, Fromages industriels, en:uncured-soft-cheese-spreadable-around-30-40-fat-flavoured, Fromage fouetté;245.0;23.0;16.0;3.6;3.0;;5.8;1.3;0.52;
3045140105502;Alpine Milk;Milka,Mondelez;Snacks, Sweet snacks, Cocoa and its products, Chocolates, Milk chocolates, Milk chocolate bar;539.0;31.0;19.0;57.0;55.0;2.3;6.5;0.28;0.112;
3229820787329;Riz soja légumes;Bjorg;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Plats préparés, Céréales préparées, Plats préparés à réchauffer au micro-ondes, Plats préparés d'origine végétale;144.0;4.6;0.7;15.0;1.3;6.2;7.6;0.8;0.32;
3228021170022;President emmental coeur de meule 250g;Président,Lactalis;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages à pâte pressée cuite, Emmentals, Fromages de France, Emmentals français;369.0;29.0;21.0;0.5;0.5;;27.0;0.6;0.24;970.0
3770016162630;Nuggets Végétaux et Gourmands;Happyvore;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Viandes et dérivés, Légumes et dérivés, Alternatives à la viande, Substituts de viande, Préparations de viande, Produits panés, Substituts de viande à partir de protéines de soja ou blé, Nuggets végétariens, Nuggets végans, RHD;241.0;13.0;1.2;19.0;0.5;6.5;9.2;1.3;0.52;
3339720411320;Saucisson sec supérieur;Montagne Noire;Viandes et dérivés, Charcuteries, Saucissons, Saucissons secs;453.0;37.0;14.0;1.0;0.5;;29.0;4.9;1.96;
7622210449283;Prince Chocolat biscuits au blé complet;Lu,Mondelez;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits;467.0;17.0;5.6;69.0;32.0;4.0;6.3;0.49;0.196;
3175681209190;Le Grand Nature Gerblé sans gluten;Gerblé;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads;236.0;3.8;0.5;43.0;2.7;7.5;4.5;0.54;0.216;
3302740057472;Ravioli bolognaise;Fleury Michon;Viandes et dérivés, Plats préparés, Plats à base de pâtes, Plats préparés à la viande, Pâtes farcies, Plats au bœuf, Pâtes farcies à la viande, Ravioli, Ravioli à la viande, Raviolis au bœuf, Ravioli à la bolognaise;122.0;5.5;2.0;12.0;3.4;1.2;5.5;0.67;0.268;
7613032192570;NESTLE LION Céréales 480g;Nestlé, Lion;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Céréales au caramel;409.0;7.7;3.2;73.9;25.0;5.8;8.2;0.49;0.196;500.0
7613036669146;NESTLE CHOCAPIC BIO Céréales;Nestlé,Chocapic;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat;391.0;5.5;1.6;72.3;22.5;7.9;8.8;0.22;0.088;288.0
3387390326574;Cookie Crisp;Cookie Crisp,Nestlé;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Céréales extrudées;395.0;5.3;2.2;76.6;22.4;6.0;7.2;0.65;0.26;750.0
4000177158326;Capri Sun multi vitamin;Capri-Sun;Aliments et boissons à base de végétaux, Boissons, Surgelés, Boissons à base de végétaux, Boissons aux fruits, Boissons avec sucre ajouté;38.0;0.0;0.0;9.0;9.0;0.0;0.0;0.0;0.0;
7622210100917;Milka - Choco Pause;Milka,Mondelez;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Gâteaux, Biscuits au chocolat, Biscuits fourrés;507.0;24.0;12.0;65.0;35.0;2.7;5.7;0.6;0.24;
3250390111627;Tableau d'honneur chocolat au lait - noisette;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits au chocolat au lait, Petits beurres, Biscuits tablette de chocolat, Biscuits tablette de chocolat au lait;499.0;23.0;14.0;65.0;35.0;2.5;6.7;0.59;0.236;
3250390003977;Biscuits tableau d'honneur chocolat noir;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits au chocolat noir;502.0;24.0;15.0;64.0;31.0;3.5;7.0;0.56;0.224;
7622400817410;noir truffé;cote d\'or;Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs, Chocolats fourrés, Chocolats noirs fourrés;585.0;40.5;23.0;46.5;44.0;6.1;4.8;0.1;0.04;
3033710065967;NESQUIK Cacao;Nestlé,Nesquik;Boissons, Cacao et dérivés, Cacaos et chocolats en poudre, Boissons instantanées, Cacaos en poudre, Chocolats en poudre, Poudre maltée cacaotée;386.0;3.6;1.6;78.9;75.1;7.7;5.1;0.41;0.164;248.0
3229820762692;Tofu nature;Bjorg;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Alternatives à la viande, Tofu, Tofu nature;169.0;9.8;1.7;0.7;0.5;3.1;18.0;0.03;0.012;
3250391651467;Cancoillotte de Franche Comte a l'ail, le pot de;Itineraire des saveurs;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de France, Fromages à pâte fondue, Cancoillottes;136.0;8.0;5.6;1.7;0.5;0.5;14.2;1.8;0.72;
3175680011442;Biscuit soja orange;Gerblé;Snacks, Breakfasts, Sweet snacks, Biscuits and cakes, Biscuits, Crispy biscuits, Diet crispy biscuit, Dry biscuits, Shortbread cookies, Breakfast biscuit, Shortbread biscuit with fruits, Sablés à l'orange;444.0;14.0;1.4;66.0;18.0;4.9;11.0;0.36;0.144;0.0
3250391151332;Merlan pané;Odyssée,Les Mousquetaires,Sélection les Mousquetaires;Produits de la mer, Poissons et dérivés, Poissons, Préparations de poisson, Produits panés, Poissons panés, Poissons panés de merlan;193.0;8.0;0.8;17.7;0.5;1.1;12.0;0.68;0.272;
7613035009271;P'TIT BRASSE banane;Nestlé;Produits laitiers, Desserts, Aliments pour bébé, Desserts lactés, Goûters et desserts pour bébé, Desserts lactés pour bébé, Dès 6 mois;108.0;3.4;2.2;16.0;10.3;0.5;3.0;0.09;0.036;150.0
3250391969494;Céréales déli cookie aux pépites chocolatées;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat;393.0;5.4;0.6;75.6;20.7;6.2;7.3;0.67;0.268;230.0
3250392450342;Les Tranchettes Croque Monsieur à l'Emmental;Pâturages;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages en tranches, Fromages fondus;231.0;17.0;11.0;5.5;5.5;;14.0;2.3;0.92;
3250392325664;Pâte à tartiner;Ivoria;Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Pâtes à tartiner, Pâtes à tartiner aux noisettes, Pâtes à tartiner au chocolat, Pâtes à tartiner aux noisettes et au cacao;534.0;31.5;6.0;57.0;55.2;3.3;6.4;0.1;0.04;
3076820006246;Les Olives du Marché - Cocktail d'olives dénoyautées pimentées;Crespo;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Pickles, Produits de l'olivier, Pickles d'origine végétale, Olives, Olives vertes, Olives dénoyautées, Olives vertes dénoyautées;227.0;23.1;3.3;0.1;0.0;6.7;1.2;2.5;1.0;
3229820100234;Fourrés Chocolat noir BIO;Bjorg;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits fourrés, Biscuits au chocolat noir;478.0;20.0;7.0;65.0;27.0;4.8;7.1;0.5;0.2;
3155251205296;Tartine Doux;Primevère;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner salés, Matières grasses à tartiner, Matières grasses végétales, Margarines, Margarines allégées;495.0;55.0;15.0;0.0;0.0;0.0;0.0;0.4;0.16;
8711200460779;Cornichons Aux 6 Épices & Aromates Croq'Mini;Amora;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Condiments, Aliments à base de fruits et de légumes, Aliments à base de plantes en conserve, Pickles, Légumes et dérivés, Légumes en conserve, Pickles d'origine végétale, Pickles de légumes, Pickles de concombres, Cornichons, en:groceries;41.0;0.5;0.1;0.2;0.5;0.0;0.5;0.59;0.236;
3250391781867;Farine semi-complète bio;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Farines, Farines de céréales, Farines de blé, Farines de froment, Farines de blé type T110;341.0;1.6;0.3;70.2;1.5;;11.4;0.01;0.004;
3760094310368;Mon biscuit BIO vanille;Aline & Olivier,A&O,A&O L'épicerie Locale;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits sablés, Biscuits à la vanille;405.0;16.6;1.9;57.2;16.9;3.2;6.8;0.07;0.028;
3250392341268;Preparation de coeur de palmiers -morceaux-;Saint Eloi;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Frais, Aliments à base de plantes frais, Cœurs de palmier;25.0;0.5;0.1;2.8;1.0;2.6;2.1;0.77;0.308;
3760091726650;HAïTI Grand cru Cap haïtien 72% cacaoté et fruité;Éthiquable;Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs, Chocolats noirs extra fin;580.0;42.0;25.0;35.0;27.0;9.7;9.5;0.0;0.0;
3760091724632;Pérou grand cru Amazonas 70 % doux et boisé;Ethiquable,SCOP Ethiquable;Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Chocolats, Chocolats noirs, Chocolats noirs extra fin;580.0;42.0;25.0;36.0;28.0;9.5;9.3;0.0;0.0;
3250391531622;Quenelles de Veau sauce Financière;Claude Léger, Monique ranou;Conserves, Viandes et dérivés, Plats préparés, Plats préparés à la viande, Plats au bœuf, Quenelles, Plats préparés en conserve, Plats au veau, Quenelle de veau en sauce, Quenelles de veau, Quenelles de veau à la sauce;135.0;8.9;4.8;9.8;0.8;1.2;3.4;0.91;0.364;
3250390499749;Beurre tendre doux;Pâturages,Intermarché;Produits laitiers, Matières grasses, Produits à tartiner, Matières grasses à tartiner, Matières grasses animales, Matière grasse laitière, Produits laitiers à tartiner, Beurres, Beurres doux, Beurres de crème douce;743.0;82.0;56.0;0.5;0.5;0.5;0.7;0.04;0.016;
3229820797946;Muesli;Bjorg;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales aux fruits, Mueslis, Mueslis aux fruits;360.0;6.3;1.0;59.0;13.0;9.8;12.0;0.03;0.012;
3036811366988;Mouliné de légumes;Liebig;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Soupes de légumes;33.0;0.8;0.3;5.3;2.1;1.1;0.7;0.85;0.34;
3250391197255;Pizza au Feu de Bois 4 Fromages;Fiorini;Surgelés, Plats préparés, Pizzas tartes salées et quiches, Pizzas, Pizzas au fromage, Pizzas et tartes surgelées, Pizzas aux quatre fromages, Pizzas surgelées;270.0;13.0;6.6;25.6;2.9;2.5;11.5;1.42;0.568;
3250390325178;Nouilles au blé tendre - saveur d'asie;Itinéraire des Saveurs;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Nouilles, Nouilles chinoises;362.0;1.8;0.4;72.0;1.0;4.3;12.2;0.89;0.356;
7614800170004;Butterfly;Kambly;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits;465.0;17.0;8.2;69.0;33.0;3.0;7.5;0.33;0.132;
3250390010586;Camembert;Pâturages;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages à pâte molle à croûte fleurie, Camemberts, Camemberts au lait de vache, Fromages de France, Fromages pasteurisés, Camemberts au lait pasteurisé de vache;274.0;21.3;15.4;1.0;0.5;0.0;19.6;1.38;0.552;
3250390757603;Fromage de chèvre le crottin;Paturages;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de chèvre;294.0;23.0;17.0;2.6;1.5;0.5;19.3;1.5;0.6;
3229820783031;Mian Tiao saveur boeuf - 85 g - Tien Shan;Tien Shan;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Plats préparés, Produits déshydratés, Pâtes alimentaires, Produits lyophilisés à reconstituer, Nouilles, Soupes, Plats préparés déshydratés, Nouilles instantanées, Soupes déshydratées, Nouilles-asiatiques, Soupes-de-nouilles;112.0;4.9;0.6;14.0;0.6;0.7;2.6;0.8;0.32;
3250391421046;Feuilletée jambon emmental;Monique Ranou;Plats préparés, Feuilleté salé;307.0;19.0;12.9;25.8;2.0;;7.2;1.1;0.44;
3497917002451;les de Sarrasin au Sel de Guerande;Brets;Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Seeds, Appetizers, Cereals and their products, Chips and fries, Cereal grains, Crisps, Buckwheat, Chips-de-sarrasin;567.0;38.0;3.1;45.0;0.6;4.6;8.9;1.1;0.44;
3017239003860;Olives noires dénoyautées à la grecque;Tramier;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Pickles, Produits de l'olivier, Pickles d'origine végétale, Olives, Olives noires, Olives dénoyautées, Olives noires dénoyautées;289.0;28.0;3.8;2.2;2.2;;1.7;8.0;3.2;
3760020505929;Bouillon cube légumes dégraissé;Jardin bio,Léa Nature;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Produits déshydratés, Aliments à base de plantes séchées, Produits lyophilisés à reconstituer, Bouillons, Bouillons déshydratés, Bouillons de légumes, Bouillons cubes, Bouillons de légumes déshydratés, Bouillons cube de légumes, en:Groceries;210.0;0.9;0.3;45.0;8.2;3.2;3.8;39.0;15.6;
3250391294916;Emmental Français Râpé;Paturages;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages à pâte pressée cuite, Emmentals, Fromages de France, Emmentals français, Fromages râpés, Emmentals râpés;371.0;29.0;20.0;0.5;0.5;0.5;27.0;0.725;0.29;
3250391352302;Dés de Poulet -25% de sel;ranoum, Monique ranou;Viandes et dérivés, Viandes, Poulet et dérivés, Volailles, Poulets;96.0;0.9;4.0;1.8;1.8;0.5;20.0;1.5;0.6;
