CODE_BARRES;NOM;MARQUE;CATEGORIE;ENERGIE_100G;MAT_GRASSES;GRAISSES_SATUREES;GLUCIDES;SUCRES;FIBRES;PROTEINES;SEL;SODIUM;CALCIUM
3250390003267;Ras el hanout couscous;Cigalou;Condiments, Mélanges d'herbes et d'épices, Ras el hanout, en:groceries;315.0;8.4;3.6;26.9;2.5;37.8;14.0;0.11;0.044;
3250390471271;Mon moulin 5 baies;Intermarché,Sélection Intermarché,Cigalou;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Epices, Poivres, en:groceries;1.0;0.0;0.0;1.0;0.0;;0.0;;;
3250390471295;épices Cigalou Poivre Noir En Grain;Cigalou;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Epices, Poivres, Graines de poivre, Poivres noirs, Poivre noir en grains, en:groceries;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3250390510147;Mélange Tandoori;Cigalou;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Epices, Mélanges d'épices, en:groceries;315.0;14.6;0.99;5.9;2.5;;13.8;0.3;0.12;
3250390510963;Ail lyophilisé;Cigalou,Sélection Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Aliments à base de fruits et de légumes, Plantes condimentaires, Légumes et dérivés, Epices, Ail et dérivés, Ail, en:groceries, Aromate;0.0;;;;;;;0.0;0.0;
3250390801863;Sésame;Cigalou,Sélection Intermarché,Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Sésame, Aromates;573.0;50.0;7.0;23.0;0.3;;18.0;0.01;0.004;
3250391150496;Curcuma;Cigalou;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Epices, Curcuma, Curcuma en poudre, en:groceries;0.0;9.8999996185303;0.0;65.0;0.0;21.0;8.0;0.0;0.0;
3250391324248;Coriandre feuille;Cigalou;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Plantes condimentaires, Plantes aromatiques, Herbes aromatiques, Plantes en pot, Produits de coriandre, Plantes aromatiques en pot, Feuilles de coriandre, Coriandre en pot, en:groceries;0.0;0.52;0.01;0.87;0.87;;2.13;;;
3250390000402;Torti;Fiorini;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes sèches, Tagliatelles, Torti;355.0;1.9;0.3;70.0;4.5;3.0;13.0;0.02;0.008;
3250390000426;Spaghetti;Fiorini;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes alimentaires de céréales, Pâtes sèches, Pâtes de blé dur, Spaghetti, Spaghettis de blé dur;359.0;1.7;0.3;71.9;3.7;3.6;12.2;0.04;0.016;
3250390387428;Fiorini Pizza Chèvre Lardons;Fiorini;Plats préparés, Pizzas tartes salées et quiches, Pizzas, Pizzas chèvre-lardons;242.0;9.1;5.6;28.0;2.0;;11.0;1.09;0.436;
3250390387381;Pizza chorizo;Fiorini,Intermarché;Plats préparés, Pizzas tartes salées et quiches, Pizzas, Pizzas au chorizo;278.0;12.3;6.6;29.1;1.9;;11.6;1.44;0.576;
3250390541943;Ravioli aux 4 fromages;Fiorini;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Plats préparés, Frais, Plats à base de pâtes, Pâtes alimentaires, Pâtes farcies, Plats préparés frais, Pâtes fraîches, Ravioli, Ravioli frais, Pâtes farcies au fromage, Ravioli au fromage;276.0;9.8;5.2;33.7;2.2;2.5;12.1;0.85;0.34;
3250390553199;Pizza 4 fromages;Fiorini,Intermarché;Plats préparés, Pizzas tartes salées et quiches, Pizzas, Pizzas au fromage, Pizzas aux quatre fromages;235.0;7.2;4.6;30.0;4.4;1.8;11.0;1.2;0.48;
3250390564867;Di pierra 4 fromages;Fiorini,Intermarché;Surgelés, Plats préparés, Pizzas tartes salées et quiches, Pizzas, Pizzas au fromage, Pizzas et tartes surgelées, Pizzas aux quatre fromages, Pizzas surgelées;247.0;10.0;5.3;26.3;1.9;;12.0;0.8;0.32;
3250391247738;Pizza jambon emmental;Fiorini,intermarché;Viandes et dérivés, Plats préparés, Pizzas tartes salées et quiches, Plats préparés à la viande, Pizzas, Plats au porc, Pizza jambon fromage;202.0;5.7;3.6;25.8;2.1;;10.5;1.16;0.464;
3250391248599;Pesto vert au basilic;Fiorini;Conserves, Condiments, Sauces, Sauces pour pâtes, Sauces Pesto, Pestos au basilic, en:groceries;342.0;32.8;4.9;6.6;2.5;0.0;4.0;2.37;0.948;
3250391402953;Lardons Chèvre;Fiorini;Plats préparés, Pizzas tartes salées et quiches, Pizzas, Pizzas chèvre-lardons, Pizzas ovales;234.0;8.2;4.8;29.7;1.9;;9.6;1.35;0.54;
3250391402892;Pizza Jambon Fromage;Fiorini,Sélection Intermarché,Les Mousquetaires;Viandes et dérivés, Plats préparés, Frais, Pizzas tartes salées et quiches, Plats préparés à la viande, Plats préparés frais, Pizzas, Plats au porc, Pizzas ovales, Pizza jambon fromage, Pizzas fraîches;220.0;6.2;3.6;29.4;2.4;;10.5;1.35;0.54;
3250390001829;Cookies chocolat & nougatine;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Cookies, Cookies au chocolat, Cookies au chocolat et à la nougatine;489.0;22.6;11.1;63.2;30.7;2.2;6.8;0.98;0.392;
3250390005643;Biscottes nature;Chabrior,Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Biscottes;389.0;3.4;0.3;76.1;7.9;4.6;11.1;1.49;0.596;
3250390005650;Biscottes sans sel;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, en:Specific products, en:Products for specific diets, Pains, Produits à teneur réduite en sel, Biscottes, Biscottes pauvres en sel;388.0;3.4;0.3;75.0;7.5;4.8;12.0;0.01;0.004;
3250390010067;Galette Des Rois Frangipane  400g 6 parts;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Pâtisseries, Galettes des rois;439.0;25.0;16.0;46.0;13.0;1.9;6.5;0.9;0.36;
3250390111030;Biscuits Sweet framboise;Chabrior,Sélection Intermarché;Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Biscuits, Génoises fourrées aux fruits et nappées de chocolat;373.0;8.8;5.3;68.9;54.4;3.2;3.1;0.16;0.064;
3250390112624;Cookies chocolat & pépites de chocolat;Chabrior;en:Snacks  Snacks sucrés  Biscuits et gâteaux  Biscuits  Biscuits au chocolat  Cookies  Cookies au chocolat;472.0;19.6;6.2;65.5;34.9;3.8;6.6;0.18;0.072;
3250390121381;Biscuits pocket tableau d'honneur chocolat au lait;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits au chocolat au lait, Biscuits tablette de chocolat, Biscuits tablette de chocolat au lait;500.0;23.1;15.2;65.4;35.2;2.1;6.5;0.65;0.26;
3250390204985;Kanoë;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Barquettes aux fruits, Biscuits à la fraise, Barquettes, Barquettes à la fraise;354.0;4.1;0.8;73.7;50.9;2.2;4.3;0.0;0.0;
3250390221302;Barres de céréales pommes;Chabrior;Snacks, Snacks sucrés, Barres, Barres de céréales, Barres de céréales aux fruits, Barres de céréales à la pomme;373.0;6.1;0.6;71.0;27.0;8.0;4.6;0.34;0.136;
3250390281535;Biscottes nature;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Biscottes;389.0;3.4;0.3;76.1;7.9;4.6;11.1;1.49;0.596;
3250390334620;Barres de céréales abricot;Chabrior;Snacks, Snacks sucrés, Barres, Barres de céréales, Barres de céréales aux fruits, Barres de céréales à l'abricot;369.0;5.1;0.6;72.0;23.0;7.0;5.2;0.36;0.144;
3250390452966;Kanoë parfum chocolat noisette;Chabrior,Sélection Intermarché;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits;486.0;23.5;3.2;59.5;39.5;;7.9;0.4;0.16;
3250390623991;Snack Pépit' aux pépites de chocolat;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat;434.0;22.3;4.9;50.8;24.8;2.9;6.1;0.65;0.26;
3250390811466;Biscuits céréal'choc nappés chocolat au lait;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits sablés;495.0;23.5;13.0;62.1;22.3;;7.2;1.13;0.452;
3250391120871;Petit dej chocolat;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat;432.0;18.0;7.0;63.0;27.0;7.0;7.0;0.5;0.2;
3250391259625;Galette des Rois aux pommes;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Pâtisseries, Galettes des rois;413.0;21.4;14.9;49.8;14.0;;4.7;0.9;0.36;
3250391324002;Sablé éclats de caramel au beurre salé;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits sablés, Biscuits-au-caramel;493.0;21.8;14.4;69.2;27.6;;4.3;0.64;0.256;
3250391326143;Cookies Coco Pepit';Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Cookies, Cookies au chocolat, Cookies au chocolat et à la noix de coco;510.0;28.2;12.4;55.4;26.0;5.1;6.0;0.24;0.096;
3250390323037;Cônes Fruits Rouges;Adelie,Intermarché;Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Glaces, Cônes glacés, Crèmes glacées en pot, Cônes et batonnets surgelés, Glaces aux fruits-rouges;206.0;4.1;3.3;40.01;28.5;;1.5;0.05;0.02;
3250390484424;Menthe Chocolat;Adélie;Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Glaces;274.0;12.5;10.4;37.3;28.0;;2.5;0.14;0.056;
3250390600459;Sorbet poire;Adélie,Intermarché;Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Sorbets, Sorbets à la poire;121.0;0.5;0.1;29.0;21.0;1.1;0.5;0.01;0.004;
3250390600572;Glace menthe chocolat;Adélie,Intermarché;Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Glaces, Crèmes glacées en pot, Glaces à la menthe;191.0;8.2;6.6;26.8;23.3;;1.5;0.17;0.068;
3250390600596;Crème Glacée Rhum et Raisins Secs;Adelie;Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Glaces, Crèmes glacées en pot, Glaces rhum-raisin;176.0;7.4;6.1;25.3;22.8;;1.5;0.17;0.068;
3250390600398;Sorbet Cassis;Adélie;Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Sorbets, Sorbets au cassis;122.0;0.1;0.1;29.1;26.0;;0.7;0.071;0.0284;
3250390600435;Sorbet citron vert;Adelie;Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Glaces, Sorbets, Sorbets au citron vert;122.0;0.5;0.1;30.0;25.0;0.6;0.5;0.01;0.004;
3250390601050;Crème Glacée Café Arabica de Colombie Le Bac,;Adelie;Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Glaces, Crèmes glacées en pot, Glaces au café;208.0;8.1;6.6;29.2;25.7;;2.2;0.2;0.08;
3250390601074;Sorbet pomme;Adélie;Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Sorbets, Sorbets à la pomme;119.0;0.5;0.1;29.5;23.8;;0.5;0.01;0.004;
3250390600718;Crème glacée chocolat Adélie;Adélie,Intermarché;Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Glaces, Crèmes glacées en pot, Glaces au chocolat;223.0;10.8;7.4;27.5;25.3;0.7;3.4;0.4;0.16;
3250390600671;Crème glacée vanille de madagascar;Adelie,Intermarché;Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Glaces, Crèmes glacées en pot, Glaces à la vanille;203.0;10.2;7.2;25.2;21.8;0.7;2.2;0.21;0.084;
3250390600695;Sorbet fraise avec morceaux de fraise;Adélie;Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Sorbets, Sorbets à la fraise;111.0;0.5;0.1;26.4;20.2;0.6;0.5;0.01;0.004;
3250390600657;Crème glacée pistache;Adélie;Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Glaces, Crèmes glacées en pot, Glaces à la pistache;208.0;10.2;5.6;25.6;22.0;1.4;2.9;0.19;0.076;
3250390612346;Cône Citron Vert et Jaune;Adélie;Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Glaces, Sorbets, Sorbets au citron;194.0;4.1;3.1;37.9;27.3;;1.0;0.0;0.0;
3250390612360;Adelie Cone Van Cara X6;Adélie;Desserts, Surgelés, Desserts glacés, Glaces et sorbets;278.0;12.9;10.4;37.8;27.5;;2.2;0.15;0.06;
3250390619017;Cône Chocolat Pistache;Adélie,Intermarché;Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Glaces, Cônes glacés, Cônes chocolat pistache, Glace pistache chocolat;273.0;12.9;10.1;35.8;25.9;;2.6;0.12;0.048;
3250390695189;Adelie Glace Colosse Cafe *4;Adélie;Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Glaces;296.0;16.8;11.8;33.4;31.6;;2.9;0.114;0.0456;
3250391083817;Adélie Assortiment bûchettes fruits exotiques/fruits rouges les 4 bûchettes de 120;Adélie;Desserts, en:Festive foods, Surgelés, Aliments et boissons de Noël, Desserts glacés, Glaces et sorbets, Bûches de Noël, Bûches glacées;159.0;3.4;2.9;30.5;26.1;;0.8;0.13;0.052;
3250390002406;Petits pains grillés, nature;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains grillés, Petits pains grillés;398.0;6.4;0.6;73.6;9.7;;10.0;0.78;0.312;
3250390100416;Amandes en poudre;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Farines, Fruits à coques et dérivés, Fruits à coques, Farines de fruits à coques, Amandes en poudre;643.0;55.4;4.3;5.2;4.3;9.2;26.3;0.03;0.012;
3250390100485;Noisettes en poudre;Chabrior,Elodie;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Fruits à coques et dérivés, Fruits à coques, Noisettes, Noisettes en poudre;671.0;61.9;5.3;6.1;4.2;11.7;16.4;0.01;0.004;
3250390100492;Noix de coco râpée;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Fruits, Aliments à base de plantes séchées, Fruits tropicaux, Fruits secs, Noix de coco, Noix de coco râpée;668.0;62.7;55.5;10.2;6.8;16.4;7.5;0.07;0.028;
3250390100515;cerneaux de noix;Chabrior,Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Fruits à coques et dérivés, Fruits à coques, Fruits à coques décortiqués, Noix, Cerneaux de noix;699.0;66.0;6.3000001907349;6.1999998092651;3.0999999046326;7.9;16.200000762939;0.0099999997764826;0.003999999910593;
3250390100461;Noisettes décortiquées;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Fruits à coques et dérivés, Fruits à coques, Noisettes, Fruits à coques décortiqués, Noisettes décortiquées;673.0;63.2;5.6;5.0;3.4;10.6;15.7;0.02;0.008;
3250390102281;Farine fluide anti-grumeaux;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Farines, Farines de céréales, Farines de blé, Farines de blé type T45;352.0;1.3;0.4;74.5;1.3;2.4;9.4;0.04;0.016;
3250390111054;Céréales petal'choco;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat;389.0;4.3;1.4;76.3;27.2;6.5;8.1;0.32;0.128;
3250390145608;Petits pains grillés sans sucres ajoutés;Sélection Intermarché,Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains grillés, Petits pains grillés;388.0;5.9;0.5;68.0;4.3;7.0;11.0;1.4;0.56;
3250390146063;Céréales muesli crisp 3 chocolats;Chabrior,Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Mueslis, Mueslis au chocolat;453.0;16.3;4.3;62.7;18.2;5.9;9.0;0.3;0.12;
3250390148999;Brioche tranchée;Chabrior,Intermarché;Snacks, Snacks sucrés, Viennoiseries, Brioches, Brioches tranchées;325.0;9.1;3.7;50.6;11.2;2.8;8.7;0.9;0.36;
3250390148920;Levure chimique;Chabrior,Elodie;Additifs alimentaires, Levure chimique;287.0;0.0;0.0;15.0;0.0;;48.0;5.0;2.0;
3250390149453;Sucre vanillné;Chabrior;Édulcorants, Sucres, Sucres vanillinés;398.0;0.5;0.5;99.4;99.3;0.5;0.5;0.1;0.04;
3250390213963;Petits pains grillés goût brioché;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains grillés, Petits pains grillés;391.0;6.2;0.6;72.2;13.3;4.9;9.3;1.05;0.42;
3250390214694;Pain de mie grand mie nature;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de mie;268.0;3.4;0.4;50.1;6.3;3.8;7.6;1.34;0.536;
3250390373216;Pains au chocolat;Chabrior;Snacks, Snacks sucrés, Viennoiseries, Pains au chocolat;412.0;20.9;11.4;46.8;12.2;2.4;8.2;0.98;0.392;
3250390440338;Pains au lait aux œufs frais;Chabrior,Intermarché;Snacks, Snacks sucrés, Viennoiseries, Pains au lait;340.0;9.7;2.6;53.3;11.0;;9.0;1.0;0.4;
3250390758075;Grand Mie 7 céréales;Chabrior,Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de mie, Pains de mie aux céréales;273.0;5.8;0.7;42.4;4.9;4.9;10.3;1.3;0.52;
3250390768296;Briochettes;Chabrior,Sélection Intermarché,Les Mousquetaires;Snacks, Petit-déjeuners, Snacks sucrés, Viennoiseries, Brioches, Briochettes;337.0;10.4;7.8;51.5;12.4;;7.8;0.98;0.392;
3250390811176;Brioche tranchée aux pépites de chocolat;Chabrior;Snacks, Snacks sucrés, Viennoiseries, Brioches, Brioches au chocolat, Brioches tranchées;357.0;14.0;3.0;48.0;14.0;3.7;7.9;1.0;0.4;
3250391236800;Le grand mie nature géant;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de mie;268.0;3.4;0.4;50.1;6.3;3.5;7.6;1.34;0.536;
3250391371167;pain de mie;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de mie, Pains de mie sans croûte, Pains complets, Pains de mie complet;243.0;3.4;1.1;41.8;6.8;6.3;8.1;1.2;0.48;
3250391456512;Chabrior Levure Boulangère;Chabrior;Additifs alimentaires, Levures de boulanger;347.0;0.0;0.0;38.2;1.0;;38.3;0.0;0.0;
3250391460274;Céréales crispy choc chocolaté;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Grains soufflées, Céréales soufflées, Riz soufflé;391.0;2.7;1.2;83.2;28.5;3.5;6.6;0.42;0.168;
3250390003991;Langues de chat;Chabrior;Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Biscuits, Langues de chat;435.0;10.1;4.9;79.8;42.7;1.8;5.4;0.61;0.244;
3250390104643;Caofret' Gaufrettes fourrées & enrobées de chocolat;Chabrior,Biscuits Panier;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Gaufrettes, Gaufrettes fourrées, Gaufrettes fourrées au chocolat;532.0;30.8;24.1;54.9;36.1;4.6;7.2;0.17;0.068;
3250390107460;Le marbré au chocolat;Chabrior;Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat, Gâteaux marbrés;419.0;21.1;2.9;50.7;26.8;1.6;5.7;0.79;0.316;
3250390289289;Tuiles aux amandes;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Croquants aux amandes, Tuile aux amandes;471.0;17.5;5.4;69.8;40.7;2.2;7.4;0.18;0.072;
3250390333869;Crêpes Dentelle enrobées de chocolat noir;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Crêpes dentelle, Crêpes dentelle au chocolat;502.0;22.0;11.9;68.1;40.9;3.5;5.9;0.59;0.236;
3250390424079;Brownie choco noisettes;Chabrior;Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat, Brownies;465.0;27.0;4.5;47.0;33.0;3.4;7.3;0.48;0.192;
3250390623946;Tuiles saveur citron;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits;386.0;6.2;2.5;69.2;32.9;14.2;6.2;0.32;0.128;
3250390647966;Tarte Tatin, Pâte Sablée Pur Beurre;Adelie,Intermarché, Chabrior;Surgelés, Plats préparés, Pizzas tartes salées et quiches, Tartes sucrées, Tartes, Pizzas et tartes surgelées, Tartes aux pommes, Tartes salées surgelées, Tartes Tatin, Tartes françaises;224.0;7.9;5.4;35.1;25.1;0.0;1.8;0.18;0.072;
3250390775164;10 Pains au lait aux pépites de chocolat;Chabrior;Snacks, Snacks sucrés, Viennoiseries, Pains au lait, Pains au lait au chocolat;342.0;11.7;3.0;49.7;15.8;;8.1;0.85;0.34;
3250391386888;8 mini gaches pur beurre;Chabrior,Intermarché;Snacks, Snacks sucrés, Viennoiseries, Brioches, Gâches, Brioches pur beurre;357.0;12.7;7.9;51.3;11.9;;8.6;1.03;0.412;
3250391425068;Cookies double chocolat lait & noir;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Cookies, Cookies au chocolat;511.0;26.2;14.6;61.6;32.8;2.4;6.0;0.43;0.172;
3250390000464;Huile d'arachide;Bouton d'or;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Matières grasses, Fruits à coques et dérivés, Matières grasses végétales, Huiles, Huiles de fruits à coques, Huiles de légumineuses, Huiles d'arachide;900.0;100.0;17.0;0.5;0.5;0.5;0.5;0.01;0.004;
3250390000518;Huile de colza;Bouton d'or;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Huiles, Huiles de colza;900.0;100.0;7.3;0.5;0.5;0.5;0.5;0.01;0.004;
3250390002246;Cacahuètes grillées à sec goût paprika;Bouton d'or;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Snacks, Légumineuses, Snacks salés, Fruits à coques et dérivés, Fruits à coques, Fruits à coque grillés, Cacahuètes, Fruits à coque salés, Cacahuètes grillées, Cacahuètes salées;604.0;48.0;6.5;10.4;4.9;6.6;29.4;1.69;0.676;
3250390002451;Chips nature;Bouton d'or;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips de pommes de terre à l'huile de tournesol;539.0;34.0;2.8;50.0;0.5;5.5;5.5;1.1;0.44;
3250390004936;Cricfie's Cacahuète;Bouton d'or;Snacks, Snacks salés, Amuse-gueules, Biscuits apéritifs, Biscuits apéritifs soufflés, Biscuits apéritifs soufflés à base de maïs, Biscuits-aperitif-souffles-a-la-cacahuete;503.0;25.1;3.5;53.8;2.2;4.8;13.0;1.46;0.584;
3250390006411;Huile d'olive vierge extra;Bouton d'or;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Produits de l'olivier, Huiles, Huiles d'olive, Huiles d'olive vierges extra, Huiles d'olive de Tunisie, Huiles d'olive vierges;899.0;99.9;15.1;0.5;0.5;0.5;0.5;0.01;0.004;
3250390006688;Mayonnaise;Bouton d'or;Condiments, Sauces, Mayonnaises, en:groceries;647.0;70.1;5.3;3.0;1.3;0.5;1.2;1.22;0.488;
3250390009528;Mayonnaise à la Moutarde à l'ancienne;Bouton d'or;Conserves, Condiments, Sauces, Mayonnaises, Mayonnaises de Dijon, en:groceries;647.0;69.900001525879;5.0999999046326;2.9000000953674;1.3999999761581;;1.2999999523163;1.2999999523163;0.51999998092652;
3250390100232;Le vinaigre de Cidre;Bouton d'or;Condiments, Vinaigres, Vinaigres de cidre;0.0;0.0;0.0;0.0;0.0;;0.0;;;
3250390107668;Frit'Sel;Bouton d'or;Snacks, Snacks salés, Amuse-gueules, Biscuits apéritifs, Biscuits apéritifs soufflés, Biscuits apéritifs soufflés à base de maïs;439.0;13.7;1.1;69.3;1.1;;7.1;2.18;0.872;
3250390108993;Huile de tournesol;Intermarché, Bouton d'or;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Huiles, Graines de tournesol et dérivés, Huiles de tournesol;900.0;100.0;11.0;0.5;0.5;0.0;0.5;0.01;0.004;
3250390109402;Sauce bourguignonne au vin de Bourgogne;Bouton d'or;Conserves, Condiments, Sauces, Sauces bourguignonnes, en:groceries;389.0;39.5;5.5;6.7;4.0;0.27;1.6;2.71;1.084;
3250390115151;Moutarde à l'ancienne;Bouton d'or;Condiments, Sauces, Moutardes, Moutardes à l'ancienne, en:groceries;155.0;11.8;0.9;2.3;1.6;0.0;7.2;5.2;2.08;
3250390115670;Ketchup sans conservateurs;Bouton d'or;Condiments, Sauces, Sauces tomate, Ketchup, en:groceries;106.0;0.5;0.1;23.0;20.0;;1.0;1.76;0.704;
3250390115175;Equalio;Bouton d'or;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Matières grasses, Matières grasses végétales, Epices, Huiles, Huile végétale assaisonnement;900.0;100.0;9.0;0.5;0.5;0.0;0.0;0.01;0.004;
3250390115656;Ketchup nature;Bouton d'or;Condiments, Sauces, Sauces tomate, Ketchup, en:groceries;106.0;0.5;0.1;24.0;23.0;;1.5;2.0;0.8;
3250390119906;Vinaigrette à la Moutarde à l'ancienne;Bouton d'or,Sélection des Mousquetaires,Les Mousquetaires;Condiments, Sauces, Sauces salades, Vinaigrettes, Vinaigrettes allégées en matières grasses, en:groceries;255.0;25.9;1.9;4.4;2.2;1.0;0.8;2.8;1.12;
3250390119913;Vinaigrette nature;Bouton d'or,Sélection des Mousquetaires,Les Mousquetaires;Condiments, Sauces, Sauces salades, Vinaigrettes, Vinaigrettes allégées en matières grasses, en:groceries;245.0;25.0;1.8;4.3;1.9;0.6;0.5;2.3;0.92;
3250390145523;Chips à l'ancienne;Bouton d'or,Sélection des Mousquetaires,Les Mousquetaires;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips à l'ancienne, Chips de pommes de terre à l'huile de tournesol;557.0;37.0;3.0;48.0;0.5;5.0;5.5;1.3;0.52;
3250390147923;Cricfie's & sauce;Bouton d'or;Snacks, Snacks salés, Amuse-gueules;477.0;22.1;3.0;62.2;3.6;;5.7;2.8;1.12;
