CODE_BARRES;NOM;MARQUE;CATEGORIE;ENERGIE_100G
3250391990764;Thé vert orient à la cannelle;Cotterley;Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Thés, Thés verts, Infusions, Thés aromatisés;
3250391342112;Paquito 100% pour jus Douceur du matin;Paquito,Sélection Intermarché;Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus multifruits, Jus de fruits pur jus, Jus multifruits pur jus;52.0
3250390155478;Ids Crottin Chavign Aop;Itineraire des saveurs, Itineraire de nos regions;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de chèvre, Fromage Aop;316.0
3175333031001;Saveurs d'Italie;Apérivrais,Savencia;Produits laitiers, Produits fermentés, Snacks, Produits laitiers fermentés, Snacks salés, Amuse-gueules, Fromages, Fromages de vache, Fromages pasteurisés, Fromages à pâte fondue, Fromages apéritif;327.0
3250390188346;Kings Bräu;Kings Bräu, Kingsbräu;Boissons, Boissons alcoolisées, Bières, Lagers, Bières fortes;
3021690030075;Saucisses au Canard et Lentilles cuisinées;Raynal et Roquelaure;;125.0
3250392490584;Les melanges bon & bon;Saint eloi;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Quinoa;103.0
3302741820105;Les noix de ST-Jacques et ses poireaux et champignons;Fleury Michon;Surgelés, Plats préparés, Frais, Plats préparés frais, Plats préparés surgelés, Plats aux fruits de mer, Plats préparés à réchauffer au micro-ondes, Plats aux noix de Saint-Jacques, Plats-prepares-a-rechauffer-au-four-traditionnel;134.0
3038359003264;Créations Pulpe fine de tomates;Panzani;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Aliments à base de fruits et de légumes, Légumes et dérivés, Sauces, Tomates et dérivés, Sauces tomate, Purées de tomates, en:groceries;
3250391331444;Couscous aux épices;Saint eloi;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Plats préparés, Semoules de céréales, Semoules de blé, Semoules de blé dur, Couscous, Semoules de blé dur pour couscous;366.0
5419980032225;Vodka Templar White;Vodka Templar;Boissons, Boissons alcoolisées, Boissons distillés, Alcools forts, Eaux-de-vie, Boissons spiritueuses, Vodkas;
3250392450403;Fromage les tranchettes hamburger au cheddar;Paturages;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages du Royaume-Uni, Fromages d'Angleterre, Cheddars;247.0
5419980032201;Vodka Templar Black;Vodka Templar;Boissons, Boissons alcoolisées, Boissons distillés, Alcools forts, Eaux-de-vie, Vodkas;
3250391422562;Torti blé complet;Fiorini;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes alimentaires de céréales, Pâtes sèches, Pâtes de blé dur, Torti;346.0
8034055168264;Gressins artisanaux aux herbes aromatiques et à l'ail;Qualità Gourmet;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Produits artisanaux, Gressins, Gressins artisanaux;363.0
3250390492900;Fondue Savoyarde, Prête En 5min., La Boîte,;Pâturages;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Plats préparés, Fondues, Fondues savoyardes;241.0
5060194790472;Sesame Seeds White Roasted;Saitaku;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Graines;581.0
3251510551002;Sorbet Pêche Pomme Framboise;Oasis;Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Sorbets, Sorbets multifruits, Sorbets à la pêche, Sorbets à la framboise;110.0
3250392057756;Yaourt au Lait Entier saveur Fraise des Bois;Pâturages;Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Desserts lactés fermentés aromatisés, Yaourts sucrés, Yaourts aromatisés, Yaourts entiers;
3265266075149;Sirop de poire;La maison guiot;Sirops, Sirops de poire;328.0
209226027482;Comté au lait cru;Itineraire des Saveurs;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de France, Comté, en:aoc-cheeses, en:labeled-cheeses;420.0
3760020508913;Couscous légumes du soleil;Jardin bio,Léa Nature;Conserves, Plats préparés, Plats à base de semoule, Couscous préparés, Céréales préparées, Plats préparés en conserve, Plats préparés à réchauffer au micro-ondes, Couscous de légumes;147.0
3250392438661;Emmental grand cru;Itinéraire des Saveurs;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages à pâte pressée cuite, Emmentals;407.0
3250392558130;Jus d'orange frais 1L;Intermarché;Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus d'orange, Jus de fruits frais, Jus de fruits pur jus, Jus d'orange frais, Jus d'orange pur jus;43.0
2250326111975;Cigarettes croustillantes;Intermarché;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits;529.0
3119783021502;Virgin-0,0%;Desperados;Boissons, Boissons alcoolisées, Bières, Boissons sans alcool, Bières sans alcool;32.0
3017760472890;BelVita Original Petit Déjeuner pépites de chocolat;LU,belVita;Snacks, Petit-déjeuners, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits-alleges, Biscuits-aux-cereales, Biscuits-petits-dejeuners;436.0
3322680009331;Crêpes au sucre Whaou!;Whaou;Crêpes et galettes, Crêpes;387.0
8410066136452;Sauce tomate à l'huile d'olive;Heinz;Condiments, Sauces, Sauces tomate, en:groceries;199.0
3529380012894;Crottin de Chavignol (26% MG);Sans marque,Laiterie Triballat;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de France, Fromages de chèvre, Fromages au lait cru, Fromages à pâte molle à croûte naturelle, Crottins de Chavignol;319.0
3410280010502;Coulommiers;Top Budget,Les Mousquetaires;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Frais, Fromages à pâte molle à croûte fleurie, Fromages de France, Fromages pasteurisés, Coulommiers, Fromages industriels;270.0
209508067762;filet de poulet;volaé;Viandes de poulet;
3250391495955;Huile d'olive vierge extra;Bouton d'or;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Produits de l'olivier, Huiles, Huiles d'olive, Huiles d'olive vierges extra, Huiles d'olive vierges;899.0
3250392548551;Cantal jeune;Intermarché, Petit prix;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages de France, Fromages à pâte pressée non cuite, Cantal, Cantal jeune;354.0
3250391560226;Saucisses Knack vollaille;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Saucisses, Saucisses françaises, Saucisses de volaille, Saucisses de Strasbourg;210.0
3250390786788;Brioches (x 8) aux Pépites de Chocolat;Chabrior,Sélection Intermarché;Snacks, Petit-déjeuners, Snacks sucrés, Viennoiseries, Brioches, Brioches au chocolat;334.0
3576783026867;Château de Caladroy - Cuvée La Cour Carrée 2010;Château de Caladroy;Boissons, Boissons alcoolisées, Vins, Vins français, Vins rouges, Côtes du Roussillon, Côtes du Roussillon Villages;
3448550006061;Gelée pomme Génépi;Tante Léa;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Gelées de fruits, Gelées de pommes;237.0
3250390766544;12 croissants;Chabrior;Snacks, Snacks sucrés, Viennoiseries, Croissants, Croissants ordinaires;441.0
3092718604530;Sirop multifruits;Teisseire;Boissons, Sirops, Sirops aromatisés, Boissons avec sucre ajouté, Sirops aux fruits;336.0
210649033721;Saucisse Toulouse;Jean Rozé;Viandes et dérivés, Viandes, Charcuteries, Saucisses;183.0
3760089331002;Crevette Bio;Palais des Mets;Produits de la mer, Crustacés, Crevettes;85.0
3250392057336;Langue de Porc en gelée;Monique ranou;Viandes et dérivés, Viandes, Porc et dérivés, Porc, Langue de porc;222.0
3124480186515;Oasis Orange;oasis;Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Boissons avec sucre ajouté;38.0
8410609102562;Mantecados y polvorones;El Santo;Snacks, Snacks sucrés, Surgelés, Biscuits et gâteaux, Biscuits;499.0
3250390174424;Spätze d'Alsace;Itineraire des saveurs, Itineraire de nos regions;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes sèches, Pâtes aux œufs, Pâtes sèches aux œufs, Pâtes d'Alsace;
3324440493060;Morbier  au lait cru Grande tradition;Jean Perrin;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages de France, Fromages à pâte pressée non cuite, Fromages au lait cru, Morbiers;361.0
3242273050451;Pizza Crust Buffalo;Sodebo;Viandes et dérivés, Plats préparés, Pizzas tartes salées et quiches, Plats préparés à la viande, Plats au bœuf, Pizzas;210.0
3250392571252;Jus de pomme poire bio;Paquito;Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus multifruits, Jus de fruits pur jus;38.0
5413110012026;Nouilles Thaï;Isali;Viandes et dérivés, Plats préparés, Plats à base de pâtes, Plats préparés à la viande, Plats à la volaille, Plats au poulet, Plats préparés à réchauffer au micro-ondes;206.0
3259234176501;Capsules de café bio compostables compatibles Nespresso;San Marco;Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Boissons chaudes, Cafés, Dosettes, Cafés en dosettes, Cafés en dosettes compatible Nespresso;
5010477347596;Flocons d'avoine Bio;Jordans;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Flocons, Flocons de céréales, Flocons laminés, Flocons d'avoine;379.0
3760091722607;Chocolat en poudre instantané;Ethiquable;Boissons, Petit-déjeuners, Cacao et dérivés, Produits déshydratés, Produits lyophilisés à reconstituer, Cacaos et chocolats en poudre, Boissons instantanées, Chocolats en poudre, Boissons avec sucre ajouté;390.0
211236012730;Bananes Bio;intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits, Fruits tropicaux, Bananes;89.0
5708190025012;Green Tea Pomegranate Acai Ginseng Agave;Little Miracles;Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Boissons aux fruits, Thés, Boissons au thé;21.0
3250391540266;Fourme d'Ambert AOP;Paturages,Saint-Bonnet, Itineraire de nos regions;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte persillée, Fromages de France, Fromages à pâte persillée français, Fourme d'Ambert;338.0
3045320522235;Confiture;Bonne Maman;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Gelées de fruits, Gelées de groseilles;244.0
3024720026819;Rillettes de Poulet Rôti en cocotte;Bordeau Chesnel;Viandes et dérivés, Produits à tartiner, Viandes, Charcuteries, Produits à tartiner salés, Rillettes, Rillettes de viande, Rillettes de viande blanche, Rillettes de volaille, Rillettes de poulet, Rillettes de poulet rôti;330.0
3272320013450;Roucoulons Noix;Fromagerie Milleret;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages à pâte molle à croûte fleurie, Fromage à pâte molle affiné goût noix;362.0
3250392555719;Saint-félicien bio;Paturages;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages à pâte molle à croûte fleurie, Fromages de France, Saint-Félicien;301.0
3250391520435;Jambon san daniele;Itineraire Des Saveurs;Viandes et dérivés, Viandes, Charcuteries, Jambons, Jambons crus, Jambons secs, Produits carnés italiens, Jambons de San Daniele, en:raw-cured-ham;275.0
3250390000747;Petits pois extra-fins;Saint eloi;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Conserves, Aliments à base de fruits et de légumes, Légumineuses, Aliments à base de plantes en conserve, Légumes et dérivés, Légumes en conserve, Légumineuses en conserve, Petits pois, Petits pois en conserve;87.0
209083018173;Le Torchonay - Jambon superieur;Intermarché;Viandes et dérivés, Viandes, Charcuteries, Jambons, Jambons blancs;137.0
3250391988815;Pomme Pruneau sans sucres ajoutés;Paquito;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes à boire, Compotes pommes pruneau;
3250391134373;Bâtonnets de surimi;Odyssée;Produits de la mer, Poissons et dérivés, Poissons, Plats préparés, Plats préparés au poisson, Préparations de poisson, Surimi, Bâtonnets de surimi, en:Preparations-made-from-fish-meat;119.0
3250391345601;Parmentier de Poulet Roti;Monique Ranou;;128.0
3250391601417;Biscuits turbulo chocolat noir;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits nappés au chocolat;479.0
3297760097143;Pommes Mangues avec morceaux;Charles & Alice;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme, Desserts de fruits, Compotes pommes mangue, Compotes sans sucres;66.0
3250391835683;Saucisson sec de Savoie fumé;Intermarché;Viandes et dérivés, Viandes, Charcuteries, Saucissons, Saucissons secs, Saucissons secs de Savoie;393.0
3410280020860;Croissants;Top budget;Snacks, Snacks sucrés, Viennoiseries, Croissants, Croissants au beurre;382.0
3250391435326;Pruneaux d'agen bio;Paquito;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Fruits, Aliments à base de plantes séchées, Fruits secs, Fruits français, Pruneaux, Pruneaux d'Agen;238.0
3021760291115;MATERNE Compotes Coupelles Pomme Pêche Abricot 4x100g;Materne;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes abricot, Compotes d'abricot, Desserts de fruits, Purée de fruits sans sucres ajoutés, Compotes pommes pêche, Compotes de pêche, Compotes sans sucres;54.0
8722700487845;Moelleux au chocolat;Alsa;Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Aides culinaires, Aides à la pâtisserie, en:Baking Mixes, Gâteaux au chocolat, Préparations pour desserts, Préparations pour gâteaux;413.0
3250390420361;Fromages p'tits fondants;Pâturages;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Produits à tartiner, Fromages, Produits à tartiner salés, Fromages à tartiner, Fromages fondus;240.0
822560007547;Baguette Constance Céréales;;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Baguettes;284.0
8712100770944;Thé Vert Pamplemousse / Mandarine;LIPTON;Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Thés, Thés verts, Boissons sans sucre ajouté;
3250391406944;Fromage Cantal;Intermarché,Cora;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache;367.0
3250392712464;Foie gras de canard entier du Gers;Itinéraire des Saveurs;Poissons et viandes et oeufs, Foies gras, Foies gras de canard, Foies gras entiers, Foies gras de canard entiers;546.0
8011780000960;Riscossa Bucatini #6;Riscossa;Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Cereali e i loro prodotti, Pasta, Paste alimentari di cereali, Pasta secca, Pasta di grano duro, Bucatini, en:Italian pasta;355.0
3250392430313;Boeuf bourguignon;Jean Rozé;Viandes et dérivés, Plats préparés, Plats préparés à la viande, Plats au bœuf, Ragoûts de boeuf, Bœufs bourguignons;95.0
3599741005452;Boulettes végétales à base de protéines de pois;Findus;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Alternatives à la viande, Substituts de viande, Boulettes végétariennes;224.0
3250390005735;Carottes extra-fines;Saint eloi;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Aliments à base de fruits et de légumes, Aliments à base de plantes en conserve, Légumes et dérivés, Légumes en conserve, Carottes, Carottes en conserve;26.0
3700214610411;Rooibos (Doux et sans Théine);Alter Eco;Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Boissons chaudes, Boissons à base de végétaux, Infusions, Boissons sans sucre ajouté, Rooibos;1.0
3250390008743;Noix de muscade;Cigalou;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Epices, Produits de le muscadier, Noix de muscade, Noix de muscade entières, en:groceries;
3600900005418;Quinoa Gourmand;Tipiak Restauration;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Quinoa;355.0
3210792008956;100 % Pur Jus d'Orange avec Pulpe;Paquito,Intermarché;Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus d'orange, Jus de fruits pur jus, Jus d'orange pur jus;
3700214610466;Pâte à tartiner;Alter Eco;Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Pâtes à tartiner, Pâtes à tartiner aux noisettes, Pâtes à tartiner au chocolat, Pâtes à tartiner aux noisettes et au cacao;571.0
3250390919223;Hachis Parmentier;Monique ranou;Viandes et dérivés, Plats préparés, Plats préparés à la viande, Plats au bœuf, Hachis parmentier;138.0
3273190175040;La Choulette Blonde;La Choulette;Boissons, Boissons alcoolisées, Bières, en:Ales, Lagers, Produits artisanaux, en:Country specific beers, Alcools artisanaux, Bières françaises, Bières artisanales, Bières de garde;
5060426810558;Dessert Végétal au Lait de Coco Nature;The Coconut Co;Aliments et boissons à base de végétaux, Substituts de produits laitiers, Desserts, Desserts végétaliens, Desserts au lait de coco;131.0
3250390787266;Petit Salé aux Lentilles;Claude Léger, Monique ranou;Viandes et dérivés, Plats préparés, Plats préparés à la viande, Plats à base de lentilles, Petits salés aux lentilles;115.0
3440597000248;La feuille de chèvre au lait cru (20% MG);Les gariottes,-;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de chèvre;279.0
3068110703249;Farine de blé bio;Francine;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Farines, Farines de céréales, Farines de blé, en:White wheat flours;337.0
3276312020259;Maroilles (27% MG);Mignon;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages de France, Fromages pasteurisés, Fromages à pâte molle à croûte lavée, Maroilles;
3250391718627;Brandade de morue de nîmes;Itinéraire des Saveurs;Produits de la mer, Poissons et dérivés, Poissons, Plats préparés, Poissons maigres, Plats préparés au poisson, Morues, Brandades de morue, en:preparations-made-from-fish-meat;458.0
3178530404708;Madeleines - Coquilles;St Michel;Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Madeleines;476.0
8076809546362;Sauce bolognaise et fromages Italie;Barilla;Condiments, Viandes et dérivés, Plats préparés, Sauces, Sauces à la viande, Sauces pour pâtes, Sauces tomate, Sauce tomate à la viande, Sauces bolognaises, en:groceries;84.0
3250391607983;Véritable choucroute garnie d'Alsace au riesling;Itinéraire des Saveurs,Sélection Les Mousquetaires;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Légumes et dérivés, Frais, Légumes fermentés, Plats préparés frais, Choucroutes, Choucroutes garnies;
3250391638987;Limonade;Look;Boissons, Boissons gazeuses, Sodas, Limonades, Boissons avec sucre ajouté;30.0
3700435107042;Askania Premium;;Boissons, Boissons alcoolisées, Bières, Bière à 4-5° d'alcool;
3571495140115;Croques cabillaud;Briau;Produits de la mer, Poissons et dérivés, Plats préparés, Plats préparés au poisson, Préparations de poisson, Croque cabillaud;154.0
3261830214174;Terrine de campagne pur porc;Stéphan;Viandes et dérivés, Viandes, Charcuteries, Terrines, Terrines de campagne;358.0
3392780002891;Truite fumée;Ovive;Produits de la mer, Poissons et dérivés, Poissons, Poissons gras, Poissons fumés, Truites, Truites fumées;155.0
3250391787012;Mogette de Vendée Label Rouge;Itineraire des saveurs;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Aliments à base de fruits et de légumes, Légumineuses, Graines, Graines de légumineuses, Légumes et dérivés, Légumineuses sèches, en:Common beans, Haricots blancs, Légumes français, en:White kidney beans, Mogette de Vendée;94.0
8000380153442;Classic Napolitaner - Loacker;Loacker;Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Wafers, Stuffed wafers;518.0
3250392407612;Pintade rotie;Monique RANOU;;159.0
3250390778776;Matière grasse cuisine & pâtisserie;Bouton d'or;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner salés, Matières grasses à tartiner, Matières grasses végétales, Margarines, Margarines allégées;630.0
3250392440770;Croissant;Chabrior;Snacks, Snacks sucrés, Viennoiseries, Croissants;431.0
3250390618997;Fraise Vanille Sauce aux Fruits Rouges, aromatisée;Adelie;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Surgelés, Fruits et produits dérivés, Desserts glacés, Fruits, Glaces et sorbets, Fruits rouges, Glaces, Cônes glacés, Fraises, Cônes vanille fraise;239.0
3250390009252;Lait riz croustillant;Ivoria,Intermarché;Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats au lait, Chocolats aux céréales, Chocolats au riz, Chocolats au lait au riz;507.0
8076809523660;Sugo Arrabbiata;Barilla;Conserves, Condiments, Sauces, Sauces pour pâtes, Sauces tomate, Sauces Arrabiata, Sauces tomates pimentées, en:groceries;64.0
3250392201012;Coquillettes Jambon & Emmental;Monique ranou;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Viandes et dérivés, Plats préparés, Plats à base de pâtes, Pâtes alimentaires, Plats préparés à la viande, Coquillettes, Coquillettes jambon-fromage;182.0
3250391591534;garniture de céleris;Saint eloi,Sélection Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Aliments à base de fruits et de légumes, Aliments à base de plantes en conserve, Légumes et dérivés, Légumes en conserve, Céleri en conserve;
3220034310006;Morceaux Bruns;SAINT LOUIS;Édulcorants, Sucres, Sucres de canne, Sucres en morceaux;400.0
3770015307155;Glace à la pâte à tartiner bio;;Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Glaces, Crèmes glacées en pot;214.0
3250391815265;Lait Entier BIO;Pâturages;Produits laitiers, Laits, Laits homogénéisés, Laits UHT, Laits entiers;64.0
3250391435425;Figues Moelleuses;Paquito;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Fruits, Aliments à base de plantes séchées, Fruits secs, Figues sèches, Figues;
3250392490676;Velouté courgettes ricotta et fines herbes bio;Saint eloi;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Veloutés, Soupes de légumes, Plats préparés en conserve, Veloutés de légumes, Soupes en conserve, Veloutés de courgettes;41.0
3250390305613;Saucisson sec marcelou pur porc;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Saucissons, Saucissons secs, Saucissons secs pur porc;419.0
3250390000976;Epinards en branches;Saint eloi;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Aliments à base de fruits et de légumes, Aliments à base de plantes en conserve, Légumes et dérivés, Légumes en conserve, Légumes-feuilles, Épinards, Épinards en conserve, Épinards en branches;
3250390000303;Nouilles 500 g;Fiorini,Sélection des Mousquetaires,Les Mousquetaires;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes alimentaires de céréales, Nouilles, Pâtes sèches, Pâtes de blé dur, Nouilles de blé dur;
3250390115793;Cocktail de fruits  au sirop léger;Paquito,Solaya;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Desserts, Aliments à base de fruits et de légumes, Aliments à base de plantes en conserve, Fruits et produits dérivés, Fruits en conserve, Fruits au sirop, Cocktail de fruits au sirop;72.0
3250390107552;Cocktail 4 fruits;Paquito;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Desserts, Aliments à base de plantes en conserve, Fruits en conserve, Fruits au sirop, Cocktail de fruits au sirop;62.0
3410280027890;Top Budget Cidre Brut;Top budget;Boissons, Boissons alcoolisées, Cidres, Cidres bruts, Cidres demi-secs;0.0
3250390107453;Pousses de haricots mungo;Saint eloi;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Conserves, Aliments à base de fruits et de légumes, Légumineuses, Graines, Aliments à base de plantes en conserve, Graines de légumineuses, Légumes et dérivés, Légumes en conserve, Frais, Légumineuses sèches, Aliments à base de plantes frais, Pousses, Pousses en conserve, Pousses fraîches, Pousses de légumineuses en conserve, Pousses de légumineuses fraîches, Haricots mungos germés, Pousses de haricot mungo en conserve, Pousses de haricot mungo frais;22.0
3218260004691;Spatzle;Intermarché;;175.0
3250392504571;Amandes decortiquees;Paquito;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Fruits à coques et dérivés, Fruits à coques, Fruits à coques décortiqués, Amandes, Amandes décortiquées;564.0
3250790317407;Riz cantonais;Itinéraire Des Saveurs;Plats préparés, Céréales préparées, Riz préparés, Riz cantonais;170.0
3410480623694;Taboulé à l'Orientale;;Plats préparés, Plats à base de semoule, Taboulés, Taboulés orientaux;185.0
3292070006571;Houmous au extra citron confit;L'atelier Blini;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner salés, Sauces, Trempettes, Houmous, Pâtés végétaux;326.0
2954360673904;Ricotta;Galbani;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages italiens, Ricotta, Fromage de lactosérum;164.0
3760124280142;Biscuit fromage de brebis;OKINA;Snacks, Snacks salés, Amuse-gueules, Biscuits apéritifs;470.0
3250393421112;Tagliatelles;;;292.0
8722700472575;Amora Sauce Salade & Sandwich Ceasar 1L;Amora;Condiments, Sauces, Sauces salades, Sauces caesar, en:groceries;276.0
3529380013235;Saint Marcellin (20% MG);Sans marque;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages à pâte molle à croûte fleurie, Fromages de France, Fromages au lait cru, Saint-Marcellin;
3250391144112;Monique Ranou;Monique ranou;Plats préparés, Salades composées, en:salads;75.0
3111950516804;Girolles;Sabarot;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Aliments à base de fruits et de légumes, Aliments à base de plantes en conserve, Légumes et dérivés, Champignons et produits dérivés, Champignons, Champignons en conserve, Girolles;73.0
3250391256419;Filet de Bacon Fumé au bois de hêtre;Monique ranou;Viandes et dérivés, Viandes, Charcuteries, Porc et dérivés, Porc, Bacon, Bacon fumé, Filet de bacon, Bacon en tranche;126.0
8003340097817;Chocolat au lait intense en cacao;Lindt, Lindt & Sprüngli;Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats au lait;571.0
8003340092386;Lindor Noir;Lindt, Lindt & Sprüngli, Lindor;Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Confiseries chocolatées, Bonbons de chocolat;622.0
