CODE_BARRES;NOM;MARQUE;CATEGORIE;ENERGIE_100G
3250391423682;Farine à Pain Blanc;Chabrior;Préparation pour pain blanc;351.0
3375220012216;Le Petit savoyard nature;Intermarché;;384.0
3250392404680;Pate A Tartiner;Intermarché;Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Pâtes à tartiner;559.0
7182217;Toastiligne Céréales;La Boulangère;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de mie;261.0
1325017322;Filet de lieu noir;Intermarché;Produits de la mer, Poissons et dérivés, Poissons, Lieu noir, Filets de lieu noir;
17350356;Mayonnaise;Top Budget;Condiments, Sauces, Mayonnaises, en:groceries;643.0
5997523317157;Nouilles japonaises curry 'maroyaka';nissin;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Produits déshydratés, Pâtes alimentaires, Produits lyophilisés à reconstituer, Nouilles, Nouilles instantanées;86.0
3250392130312;Coq au vin de Madiran;Itinéraire des Saveurs;Conserves, Viandes et dérivés, Plats préparés, Plats préparés à la viande, Plats à la volaille, Plats préparés en conserve, Coq au vin;125.0
3250391461714;Yaourt de Savoie sur lit de fruits;Pâturages;Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Yaourts, Yaourts aux fruits, Yaourts brassés, Yaourts sucrés;
3250391999811;Look Pulp Citron-Citron Vert;Intermarché;Boissons, Boissons avec sucre ajouté;37.0
3250391704057;Palets Bretons - Au beurre - Spécialité de Pont-Aven;Itinéraire des Saveurs;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits secs;
3250392058319;Saucisses blanches;Itinéraire des Saveurs;;317.0
3250392730451;Beurre moulé demi sel;Paturages;Produits laitiers, Matières grasses, Produits à tartiner, Matières grasses à tartiner, Matières grasses animales, Matière grasse laitière, Produits laitiers à tartiner, Beurres, Beurres demi-sel;725.0
3250391895632;Croque-monsieur;Intermarché;Sandwichs, Croque-monsieur;171.0
3250392032371;Mon snack Salade de pâtes jambon mozzarella;Monique ranou ;;
2407626030509;Bloc poitrine salée crue;Intermarche;;199.0
3250390366638;Complet Volkoren;Chabrior;;
3210391774085;biscottes complètes;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Biscottes, Pains grillés, Biscottes complètes;
3250391979561;Itinéraire des Saveurs, Jambon de Vendée tranches épaisses, les 2 tranches 180 g;Itineraire des saveurs;;214.0
221144897077;Pois chiches;Saint Eloi;;
3250392247157;Pain Le Long Burger du Chef XXL le paquet de 2 pains 330 g;Chabrior;;275.0
3250390834267;Assortiment asiatique;Itinéraire des saveurs;;207.0
209225042905;Comté;Pâturages;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de France, Comté, en:aoc-cheeses, en:labeled-cheeses;418.0
290080038707;Palette de porc fumee;Jean Rozé;;119.0
3449865276897;Lamelles de jambon cru;Intermarché;;264.0
3250390817307;Paturages Fge Allege Rape;Paturages;;275.0
3250391993307;Ratte du Touquet;itinéraire des saveurs;;
209082020535;Cœur de couennes;Intermarché;;
3760105568078;Chinois Crème Pâtissière Avec Fondant;Patid'Or;;274.0
3250392489441;Sableo au chocolar coeur fruits exotiques;Chabrior;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits sablés;445.0
3250391412716;Pâturages Les Créations L'Incroyable Cœur Fondant chocolat les 2 pots de 90 g;Paturages;;346.0
220002035880;Hauts de cuisse poulet blanc;;Viandes et dérivés, Viandes, Poulet et dérivés, Volailles, Poulets;
3760197636884;Tarte soleil méditerranéen;Blini;Surgelés, Plats préparés, Pizzas tartes salées et quiches, Tartes salées, Tartes, Pizzas et tartes surgelées, Tartes salées surgelées;312.0
209993013848;Poitrine fumée;;;298.0
211178018630;Mousse de foie forestière;Intermarché;Viandes et dérivés, Produits à tartiner, Viandes, Charcuteries, Produits à tartiner salés, Porc et dérivés, Porc, Mousses salées, Mousses de foies;333.0
3021762448319;Pom Potes 36 + 12;materne;Compote à boire sans sucres ajoutés;63.0
5604260193776;Sumo 100% Laranja;Paquito;Boissons;53.0
3250392206604;Potiron en Cubes;Saint Eloi;;31.0
3410284434465;Moutarde de Dijon;;Condiments, Sauces, Moutardes, Moutardes de Dijon, en:groceries;
3250392446246;Crème au lait de brebis;Paturages;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Crèmes, Crèmes épaisses, Crèmes au lait de brebis;339.0
8638803;World Mix;Haribo;Confiserie assortie;350.0
260181026248;Beignets à l’abricot;Intermarché;Snacks, Snacks sucrés, Beignets sucrés;285.0
260041009848;Pain spécial maïs tournesol;Intermarche;;282.0
212490012733;Pointrine fumee;Jean Roze;;296.0
209226025198;Comté au lait cru;itineraire Des Saveurs;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de France, Comté, en:aoc-cheeses, en:labeled-cheeses;420.0
209226027352;Comté au lait cru;Itinéraire Des Saveurs,Intermarché;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de France, Comté, en:aoc-cheeses, en:labeled-cheeses;413.0
201013009183;Pain de seigle;Intermarché;;
3250390137801;Suiss'Fruits;Pâturages;;96.0
3250392777142;Tiramisu au citron  L'acidité  Les Créations;Les Créations,Intermarché;Produits laitiers, Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Desserts lactés, Pâtisseries, Tiramisu;236.0
3250391722549;Tartelette caramel au beurre salé;Paturages;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Tartes sucrées, Tartes, Tartelettes, Tartelettes au caramel;384.0
209993014760;Poitrine fumée;;;1235.0
20110857;Sauce thai;Vitasia;Condiments, Sauces, en:groceries;56.0
3250392100124;Confiture coing de provence;Itineraire Des Saveurs;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Aliments à base de fruits et de légumes, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de coings;
3250391836017;ICE TUB Goûts Bonbon;Adélie;Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Glaces, Glaces à l'eau;
3250391600069;Camembert sel réduit;Pâturages;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages à pâte molle à croûte fleurie, Camemberts, Camemberts au lait de vache, Fromages pasteurisés, Camemberts au lait pasteurisé de vache;
3250390803447;Petit de pot créme vanille;Pâturages;Produits laitiers, Desserts, Desserts lactés;173.0
41007877;dessert noir;ivoria intermarche;Ingrédient pâtissier;
3250391758081;Panna Cotta - fruits rouges;Pâturages;Produits laitiers, Desserts, Desserts lactés, Panna cottas, Panna cottas au coulis de fruits, Panna cottas aux fruits rouges;
209993024530;Poitrine fumée;;;
3250392727222;Graines de lin brun bio;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Lins, Graines de lin brun;489.0
3250392147075;12 craquantes chocolat;Chabrior;;
8001665704502;Tortellini thon tomate;Giovanni Rana;Plats préparés, Plats à base de pâtes, Pâtes farcies, Tortellini;289.0
3250391990528;Jus de pamplemousse blanc;Paquito;Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus de pamplemousse, Jus de fruits pur jus, en:pure-grapefruit-juice;44.0
3250392485238;Le Delizioso;Jean Rozé;;270.0
3253880000326;6 Hamburgers halal - - Surgelés;Al Jayid;;
3250390011958;Yaourt nature;Pâturages;Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés nature, Yaourts, Yaourts natures;
3250391258390;ST Eloi Chou Blanc Rape;Saint eloi;;25.0
3250391555574;Lait écrémé paturages;Paturages;Produits laitiers, Laits, Laits homogénéisés, Laits UHT, Laits écrémés;32.0
2605030015741;Donuts fraise;Intermarché;Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Donuts;346.0
3250390795063;Viande hachée pur boeuf 15%;Jean Rozé;;192.0
3250392488215;Tropical Detox;Paquito;Boissons, Boissons avec sucre ajouté;23.0
3250392739447;Crème dessert à la vanille;Paturages;Produits laitiers, Desserts, Desserts lactés, Crèmes dessert;139.0
3250391620272;Jean Rozé Steaks hachés pur bœuf 20% MG la barquette de 800 g;Jean roze;Viandes et dérivés, Viande de bœuf et dérivés, Viandes, Bœuf, Steaks de viande, Steaks de bœuf, Steaks hachés, Steaks de bœuf hachés;239.0
3250391500499;Beurre Doux Biologique, La Plaquette De;Paturages;Produits laitiers, Matières grasses, Produits à tartiner, Matières grasses à tartiner, Matières grasses animales, Matière grasse laitière, Produits laitiers à tartiner, Beurres, Beurres doux;744.0
3250392214678;Monique Ranou Lasagnes au 2 saumon la barquette de 300 g;Monique Ranou;Plats préparés, Plats préparés au poisson, Plats à base de pâtes, Lasagnes préparées, Lasagnes au poisson, Plats au saumon, Lasagnes au saumon;157.0
3250392123949;Mouliné haricots lentilles façon paysanne la brique de 1 l;Saint Eloi;;39.0
3250392557362;Saumon Atlantique Fumé;Capitaine Cook;Produits de la mer, Poissons et dérivés, Poissons, Poissons gras, Saumons, Poissons fumés, Saumons fumés, Saumons fumés d'élevage;186.0
3250392540692;Boisson au soja à la vanille source de calcium Bio;Regain;Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Légumineuses et dérivés, Substituts de produits laitiers, Substituts du lait, Boissons à base de végétaux, Boissons végétales, Boissons végétales de légumineuses, Boissons végétales de soja, Boissons avec sucre ajouté, Boissons végétales de soja à la vanille;
3250392487249;Mini brownie regain;Intermarché;Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat, Brownies;441.0
3421557010392;Lentilles vertes;TERRES et CEREALES bio;;340.0
3250390677604;Printiligne, Pruneaux 0% de MG avec édulcorant;Paturages;;45.0
3250391808755;Carottes râpées assaisonnées;Bio saint eloi,Saint Eloi;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Légumes et dérivés, Légumes préparés, Carottes, en:Carrot salads, Carottes râpées, Carottes râpées assaisonnées;22.0
3250391764815;Hachés au Colin d'Alaska au fromage fondu;Odyssée;;
3250392392499;Paquito Spécialité de fruits pomme framboise sans sucres ajo... les 4 gourdes de 90 g;Paquito;;46.0
3250392033460;Pomme Banane;Pommette;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes banane;
3250391984299;Cake Fraise sans Gluten;Regain Bio, Regain;Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux;411.0
3250391817993;Beurre bio demi-sel;Pâturages;Produits laitiers, Matières grasses, Produits à tartiner, Matières grasses à tartiner, Matières grasses animales, Matière grasse laitière, Produits laitiers à tartiner, Beurres, Beurres demi-sel;725.0
3250391931453;Anibrousse;Chabrior;;494.0
21208584;Céréales fourrées chocolat noisette;Chabrior;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Céréales extrudées, Céréales fourrées;432.0
2250367953527;Yaourt brassé lit de fruits;Paturages;Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Yaourts, Yaourts aux fruits, Yaourts multifruits;101.0
200016032730;Trio crudité 350g;Intermarché;;
3250392487782;Orange a l’eau de source;Paquito;Boissons, Boissons avec sucre ajouté;22.0
3250392270292;Carottes Bio sélection Intermarché;Intermarché;;
33331546;Rillettes pur porc;Top Budget;Viandes et dérivés, Produits à tartiner, Viandes, Charcuteries, Produits à tartiner salés, Rillettes, Rillettes de viande, Rillettes de viande rouge, Rillettes de porc;486.0
3250392496265;Les tuiles;Les Creations;;534.0
3908801793077;Beaufort affiné 6 mois;itinéraire des saveurs;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de France, Beaufort;
2890733048541;Beaufort;;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de France, Beaufort;
8714100264324;Elephant Infusion Lady Gla Gla 25 Sachets;Éléphant;Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Thés, Infusions, Thés en sachets;4.0
2600480010049;Bananes;Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits, Fruits tropicaux, Bananes;
211236012532;Bananes cavendish république dominicaine;;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits, Fruits tropicaux, Bananes;
220004032672;Turkey wings;;;
2874027;pain spécial maïs graines tournesol tranche;Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains au maïs;
210841043696;Comté AOP;;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages;427.0
3250391890163;Pot au feu, plat cuisiné bébé 18 mois et plus;Pommette;Aliments pour bébé, Dès 18 mois;61.0
3250391413287;Printaniere de legumes et pates 'coeur de ble', des 18 mois, l'assiette de;Pommette;Aliments pour bébé, Dès 18 mois, Printanière de légumes;62.0
3250391884322;Jean Rozé Chipolatas supérieures pur porc la barquette de 6 300 g;Jean roze;Viandes et dérivés, Viandes, Charcuteries, Saucisses, Saucisses françaises, Chipolatas;240.0
3224338600108;La couronne;Cloche d'Or;;254.0
3113010143678;Saucisse de Toulouse au lentilles;jean larnaudie, Larnaudie;;152.0
3250391969210;Ma tarte chèvre épinards ;Monique Ranou;Plats préparés, Pizzas tartes salées et quiches, Tartes salées, Tartes, Tartes au fromage;
3250392350994;Tarte chèvre épinards;Monique Ranou;Plats préparés, Pizzas tartes salées et quiches, Tartes salées, Tartes, Tartes au fromage;446.0
3250392392239;Pommette Printanière de légumes veau, dès 8 mois les 2 pots de 200 g;Pommette;;62.0
210648022306;CHIPOLATAS SUPÉRIEURES;Jean ROZE;Viandes et dérivés, Viandes, Charcuteries, Saucisses, Saucisses françaises, Chipolatas;183.0
3250390652496;Tartelettes aux framboises sur crème pâtissière les 2 pièces 170 Gr;Intermarché;Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Tartes sucrées, Tartes, Tartelettes, Tartelettes aux fruits entiers ou coupés, Tartelettes à la framboise, Tartelettes à la préparation de fruits;933.0
3250391651382;Pommes De Terre, Légumes Et Colin D'alaska, Dès 8 Mois, Les 2 Bols De 200g;Pommette;;46.0
3283260124021;Pret à poeler - Thon Tomate 200G;Capitaine cook;;174.0
209993020990;Poitrine fumée top budget;;;298.0
210843026505;ABONDANCE AOP AU LAIT CRU;Fromagerie CHABERT 74540 GRUFFY;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée demi-cuite;399.0
3250391410835;Pommette Leg Vert Pate;Pommette;;150.0
3760232050019;Sushi;Intermarché;Plats préparés, Sushis et makis, Sushis;176.0
3250392493400;L’acidulé nectar de framboises et de cassis;Paquito;Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Nectars de fruits, Nectars multifruits, Boissons avec sucre ajouté;52.0
3250392226220;Ivoria assortiment chocolat au lait;Ivoria;;136.0
3250390012191;le cabrou;paturages;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de chèvre;
3250392152345;Champignons de paris;Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Champignons et produits dérivés, Aliments à base de plantes frais, Champignons, Légumes frais, Champignons de Paris, Champignons frais, Champignons de Paris entiers;
3250392075484;Poulet Basquaise;Itinéraire des Saveurs;Viandes et dérivés, Plats préparés, Plats préparés à la viande, Plats à la volaille, Plats au poulet, Poulets basquaise;126.0
3250392485696;Aiguillettes de poulet Boulgour aux fruits secs Sauce au miel et épices;Monique Ranou;Viandes et dérivés, Plats préparés, Plats préparés à la viande, Plats à la volaille, Plats au poulet;121.0
7174326776949;sortilege;intermarche;;
3599740006986;findus pom noisette lot2;Findus;;
3250392144197;Chabrior - Creamy Choc;Chabrior;;436.0
3250392046552;mousse caramel beurre salé ;pâturages ;;
3250391995646;Paquito 100% Pur Jus Orange Sans Pulpe;Paquito;Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus d'orange, Jus d'orange sans pulpe;
3250391853250;Orange Acérola ;Paquito;;
3250390031130;paquito pocket pomme;paquito;;
3250390348184;Histoires Gourmandes, Gâteau De Riz Nappé De Caramel, Doré Au Four Et Aux ?ufs Frais, La Boîte,;Paturages;Produits laitiers, Desserts, Desserts lactés, Gâteaux de riz;133.0
3250390676997;Paturages Lissea Mousse;Intermarché, Pâturages;;
3250391858019;Paquito sirop goût Cola;Paquito;Boissons, Sirops, Boissons sans alcool, Sirops aromatisés, Sirops cola;328.0
3250390731412;Printiligne;Paturages;;94.0
3250390819769;Ondine;Intermarché;;0.0
3250391518258;Mini Pizza 3 Fromages;Monique Ranou;Plats préparés, Pizzas tartes salées et quiches, Pizzas, Pizzas au fromage, Pizzas aux trois fromages;299.0
3254381049029;cristaline;cristaline;Atomiseur;
5411423101758;Gateaux aux oeufs;Devos;Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Goûter;181.0
3250392344634;Queso manchego;Itinéraire des Saveurs;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de brebis, Fromages espagnols, Manchego;456.0
3250392073930;Brocciu frais Itinéraire des Saveurs;Itineraire des saveurs;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de France, Fromages de Corse, Fromages à la crème, Brocciu Corse;
3186121100151;rouge;valbrian;Boissons, Boissons alcoolisées, Vins, Vins rouges;
3250391671663;Salade Surimi Crudités;Claude leger,Monique Ranou;Plats préparés, Salades composées, en:salads;
3250392340131;Confiture fraises;Intermarché;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Aliments à base de fruits et de légumes, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de fruits rouges, Confitures de fraises;245.0
3250392251512;Les Créations La Surprenante tartelette au citron de Sicile les 2 pots de 80 g;Paturages;Produits laitiers, Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Desserts lactés, Biscuits, Tartes sucrées, Tartes, Tartelettes, Tartelettes aux fruits entiers ou coupés, Tartelettes au citron, Tartelettes à la préparation de fruits;366.0
211937038053;Souris d'agneau dorée au four;Jean Rozé;Viandes et dérivés, Viandes, Viandes d'agneau, Souris d'agneau;154.0
3250391994045;Compote Pomme Panachée Pomme Fraise Poire Pêche;Paquito;;76.0
3250392486341;Yaourt sans lactose aromatisé à la fraise;Pâturages;Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Desserts lactés fermentés aromatisés, Yaourts aromatisés, Yaourts sans lactose;93.0
260094011812;Pavé multicereales;Intermarché;;271.0
64624150;Muesli crisp;Chabrior;;469.0
3250390010142;Crème Fraîche épaisse, Le Pot,;Paturages;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Crèmes, Crèmes épaisses, Crèmes entières, Crèmes fraîches;292.0
3250392473273;Panais;Mon Marché Plaisir;;58.0
3250390016311;Preparation de viande hachee aromatisee a l'oignon, a cuisiner, x2, la;Jean roze;;183.0
3250391933334;Pâturages Yaourt à la grecque sur lit de fruits les 4 pots de 150 g offre spéciale;Pâturages;Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts à la grecque;118.0
3250391538881;100% Pur Jus De Légumes Bio, La Bouteille d'1 Litre;Paquito;;22.0
3250391990733;Cotterley Infusion parfum poire vanille les 25 sachets de 1,5 g;Cotterley;Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Infusions;0.0
3250391962785;Claude Leger, Mini paniers feuilletes assortis, L'aperitif, 20 285 g;Monique Ranou;Feuilletés apéritifs;253.0
211371026708;Le torchonay;Intermarché;;
8410786472953;Wraps extra moelleux;Intermarché;Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Donuts;299.0
3250392265847;Crackers allégés saveur Olive Origan -55% de matières grasses;Bouton d'Or,Intermarché;Snacks, Snacks salés, Amuse-gueules, Biscuits apéritifs;407.0
3250392498825;Sardines apéritives à l'ail et au basilic;Les creations;Produits de la mer, Poissons et dérivés, Conserves, Poissons, Poissons gras, Poissons en conserve, Sardines, Sardines en conserve, Sardines à l'huile, Sardines à l'huile d'olive;334.0
56093322;Gorila Super;Gorila;Snacks, Snacks sucrés, Confiseries, Chewing-gum;360.0
3760111800704;melon bio;Le rouge gorge;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Légumes et dérivés, Frais, Fruits, Aliments à base de plantes frais, Légumes frais;
3250391158263;Baguette Viennoise Thon-tomates-oeuf;Monique Ranou;Sandwichs;232.0
260016005257;Baguette Viennoise;Intermarché;Snacks, Snacks sucrés, Viennoiseries, Pains briochés;
3250392123468;Baguettes viennoises aux pépites de chocolat le paquet de 4 400 g;Chabrior;Snacks, Snacks sucrés, Viennoiseries, Pains briochés;357.0
3250392487843;Thé glacé saveur pêche Detox;Paquito;Boissons, Boissons sans alcool, Boissons sans sucre ajouté;16.0
3250392407643;Cheese burger;Monique Ranou;Sandwichs, Cheeseburgers;294.0
3250392547844;Saumon fumé Norvège;Capitaine cook;Produits de la mer, Poissons et dérivés, Poissons, Poissons gras, Saumons, Poissons fumés, Saumons fumés;196.0
3250391305469;Saucisses cocktail fumées;Monique Ranou;Viandes et dérivés, Viandes, Charcuteries, Saucisses, Saucisses cocktail;281.0
3210790866411;Jus Multifruit;Paquito;Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus multifruits;
3250391933365;yaourt à la grecque;Pâturages;Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts à la grecque;
25030242;Pulpe de tomates;Saint Éloi;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Tomates et dérivés, Pulpes de tomates;
9;Saumon fumé;Capitaine Cook;Produits de la mer, Poissons, Saumons, Poissons fumés, Saumons fumés;
3250392060824;Brousse Pâturages;Pâturages;;
3250392497323;Creamy choc;Ivoria;;552.0
3250391550715;, Preparation pour flan patissier nature, les 2 sachets de;Chabrior;Aides culinaires, Préparations pour desserts;384.0
2250360033417;Crepiam pocket chocolat;Chabrior;;418.0
3250392201616;Céréal' CHOC;Chabrior ;;501.0
3250391436071;Crackers Huile d'olive et romarin;Chabrior;;452.0
5604260052943;Farinha De Milho;Chabrior;;337.0
3250390120230;Assortiment de petit four;Chabrior;;495.0
209225046385;Comté affiné 6 mois;Paturages;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de France, Comté, en:aoc-cheeses, en:labeled-cheeses;418.0
209225045791;Comté;Paturages;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de France, Comté, en:aoc-cheeses, en:labeled-cheeses;418.0
3250392510534;Bifidus muesli;Pâturages;;104.0
3250392492595;Ile flottantes noix de coco;Pâturages;Produits laitiers, Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Desserts lactés, Pâtisseries, Ile flottante, Desserts lactés aux œufs;123.0
3250390111672;Soupe Moulinée Légumes Verts;Saint eloi;;338.0
3250392544805;Spaghettis de carottes;saint Eloi;;51.0
209226026041;Comté au lait cru affiné 10 mois;Itineraire des Saveurs;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de France, Comté, en:aoc-cheeses, en:labeled-cheeses;420.0
209226024276;Comté au lait cru;Itineraire des Saveurs;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de France, Comté, en:aoc-cheeses, en:labeled-cheeses;413.0
209226020339;Comté;Itineraire des Saveurs;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de France, Comté, en:aoc-cheeses, en:labeled-cheeses;413.0
209226023293;Comté;Itineraire des Saveurs;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de France, Comté, en:aoc-cheeses, en:labeled-cheeses;420.0
664164102064;Lavash Bio à L'épautre;Capitaine cook;;440.0
3250391209873;Boeuf Haché 5%;Jean roze;;128.0
3250392356309;Les Makis au Saumon;Monique Ranou;Plats préparés, Sushis et makis, Makis;195.0
3250392151256;Monique Ranou Tartinable au thon la barquette de 150 g;Monique Ranou;;277.0
3250392520168;Saucisse coktail;Monique Ranou;;281.0
3250391988792;Paquito;Paquito;;68.0
3250392531843;Citronnade;Paquito;;26.0
3250391591589;Légumes et bœuf touche de persil, dès 8 mois;Pommette;;114.0
3250392510374;Haricot vert les petits pots de secours;Pommette;;40.0
2678261037264;Barreau au roquefort;Intermarché;;442.0
2449187016868;Gorgonzolo aop;Intermarché;;315.0
3250390701613;Kingsbrau Panache 24x25 cl, Le Pack 6L;Intermarché;Boissons, Boissons avec sucre ajouté;35.0
260209019023;Donut;Intermarché;Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Pâtisseries, Gâteaux au chocolat, Donuts;392.0
260030013054;Campagne du Larzac;Intermarché;;256.0
3263859351618;Franprix grana padano avec râpe intégrée spéciale;Intermarché;Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages italiens, Grana Padano;398.0
3289110503107;Beurre doux;Intermarche;Matières grasses;744.0
3250391955787;Adélie, Glace façon fondant au chocolat, la glace de 1000;Intermarche;;200.0
3511241333606;Pain spécial vitalité;Intermarché;;258.0
3250391813421;Paella express;Saint Eloi;Viandes et dérivés, Plats préparés, Plats préparés à la viande, Plats à base de riz, Paëllas;153.0
3250390616078;Pamplemousse Rose pulpé 100 %  Pur jus pressé;Paquito;;
3250390858249;Viande hachée picada;Jean Rozé;;
3250390914648;Assortiments Lait;Ivoria;;
3250391942978;Pomme Pruneau;Pommette;;
3250392480622;Cricfie's cacahuète;Bouton D’or;;
3410280070834;Crème dessert saveur Chocolat;Top Budget;Produits laitiers, Desserts, Desserts lactés, Desserts au chocolat, Crèmes dessert, Crèmes dessert chocolat, Crèmes dessert rayon frais, Crèmes dessert chocolat réfrigérées;
3410280021133;Margarine allégéé 60 % MG;Top Budget;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner salés, Matières grasses à tartiner, Matières grasses végétales, Margarines, Margarines allégées;
3410280008974;6 saveur vanille 6 saveur chocolat;Top Budget;Produits laitiers, Desserts, Desserts lactés, Desserts au chocolat, Crèmes dessert, Crèmes dessert chocolat, Crèmes dessert rayon frais, Crèmes dessert vanille, Crèmes dessert chocolat réfrigérées;
